full_date,speech_name,raw_spoke_to,vars.link,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
11-Jul-00,Structural change in the new economy,"Before the National Governors' Association, 92nd Annual Meeting, State College, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2000/20000711.htm,the National Governors' Association,, 92nd Annual Meeting, State College,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12-Jul-00,Global challenges,"At the Financial Crisis Conference, Council on Foreign Relations, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2000/20000712.htm,Financial Crisis Conference,, Council on Foreign Relations, New York,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
25-Aug-00,Global economic integration: Opportunities and challenges,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/2000/20000825.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31-Aug-00,Why risk management is important for global financial institutions,"Before the Bank of Thailand Symposium, Risk Management of Financial Institutions, Bangkok, Thailand",http://www.federalreserve.gov/boarddocs/speeches/2000/20000831.htm,the Bank of Thailand Symposium,, Risk Management of Financial Institutions, Bangkok,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15-Sep-00,Some recent findings regarding the economic condition of minority Americans,"Before the Coalition of Black Investors, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2000/20000915.htm,the Coalition of Black Investors,, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
18-Sep-00,Banking supervision,"Before the American Bankers Association, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2000/20000918.htm,the American Bankers Association,, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11-Oct-00,Perspectives on innovation in the retail payments system,"At a workshop on Promoting the Use of Electronic Payments, Federal Reserve Bank of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2000/20001011.htm,orkshop on Promoting the Use of Electronic Payments,, Federal Reserve Bank of Chicago, Chicago,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16-Oct-00,Electronic finance,"At the Financial Markets Conference sponsored by the Federal Reserve Bank of Atlanta, Sea Island, Georgia (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2000/20001016.htm,Financial Markets Conference sponsored by the Federal Reserve Bank of Atlanta,, Sea Island, Georg,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19-Oct-00,Challenges for monetary policymakers,"At the 18th Annual Monetary Conference: Monetary Policy in the New Economy, Cato Institute, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2000/200010192.htm,18th Annual Monetary Conference: Monetary Policy in the New Economy,, Cato Institute, Washington,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
19-Oct-00,The economic outlook and the challenges facing monetary policy,"At the Century Club Breakfast Series, Washington University, St. Louis, Missouri",http://www.federalreserve.gov/boarddocs/speeches/2000/20001019.htm,Century Club Breakfast Series,, Washington University, St. Louis,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
19-Oct-00,Financial education: The next chapter in community development,"Before the Pittsburgh Community Reinvestment Group, Pittsburgh, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2000/200010193.htm,the Pittsburgh Community Reinvestment Group,, Pittsburgh, Pennsylvania,Roger W. Ferguson,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
20-Oct-00,Information technology in banking and supervision,"At the Financial Services Conference 2000, St. Louis University, St. Louis, Missouri",http://www.federalreserve.gov/boarddocs/speeches/2000/20001020.htm,Financial Services Conference 2000,, St. Louis University, St. Louis,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
24-Oct-00,The politics of monetary policy: Balancing independence and accountability,"At the University of Wisconsin, LaCrosse, Wisconsin",http://www.federalreserve.gov/boarddocs/speeches/2000/20001024.htm,University of Wisconsin,, LaCrosse, Wisconsin,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
31-Oct-00,Opportunities and challenges in community banking,"At America's Community Bankers Annual Convention, Seattle, Washington",http://www.federalreserve.gov/boarddocs/speeches/2000/20001031.htm,rica's Community Bankers Annual Convention,, Seattle, Washington,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14-Nov-00,Globalization,"At the Banco de Mexico 75th Anniversary Conference, Stabilization and Monetary Policy: The International Experience, Mexico City, Mexico",http://www.federalreserve.gov/boarddocs/speeches/2000/20001114.htm,Banco de Mexico 75th Anniversary Conference,, Stabilization and Monetary Policy: The Internationa,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20-Nov-00,Technology and banking,"At the sixth annual reception for regulators, sponsored by Women in Housing and Finance, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2000/20001120.htm,sixth annual reception for regulators,, sponsored by Women in Housing and Finance, Washington,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
21-Nov-00,Financial literacy,"(Prepared text; appearance canceled), Fall Conference of the Georgia Consortium for Personal Financial Literacy, Atlanta, Georgia",http://www.federalreserve.gov/boarddocs/speeches/2000/20001121.htm,red text; appearance canceled),, Fall Conference of the Georgia Consortium for Personal Financial,,Edward M. Gramlich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05-Dec-00,Structural changes in the economy and financial markets,"At the Americḁs Community Bankers Conference, Business Strategies for Bottom Line Results, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2000/20001205.htm,Americḁs Community Bankers Conference,, Business Strategies for Bottom Line Results, New York,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06-Dec-00,"Subprime lending, predatory lending","At the Federal Reserve Bank of Philadelphia, Community and Consumer Affairs Department Conference on Predatory Lending, Philadelphia, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2000/20001206.htm,Federal Reserve Bank of Philadelphia,, Community and Consumer Affairs Department Conference on Pr,,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
06-Dec-00,"Technology, macroeconomics, and monetary policy","At the Rochester Institute of Technology, Rochester, New York",http://www.federalreserve.gov/boarddocs/speeches/2000/200012062.htm,Rochester Institute of Technology,, Rochester, New York,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
08-Dec-00,Productivity and efficiency in the Federal Reserve System,At the dedication of the new Birmingham Branch Building of the Federal Reserve Bank of Atlanta,http://www.federalreserve.gov/boarddocs/speeches/2000/20001208.htm,dedication of the new Birmingham Branch Building of the Federal Reserve Bank of Atlanta,,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12-Jan-01,"Domestic macroeconomic developments: Past, present, and future ","At the Bay Area Council 2001 Outlook Conference, Oakland, California",http://www.federalreserve.gov/boarddocs/speeches/2001/20010112/default.htm,Bay Area Council 2001 Outlook Conference,, Oakland, California,Roger W. Ferguson,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25-Jan-01,G-10 study of financial sector consolidation,"At the Task Force on Financial Sector Consolidation press briefing, London, U.K.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010125/default.htm,Task Force on Financial Sector Consolidation press briefing,, London, U.K.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
14-Feb-01,E-commerce: Lessons learned to date,"At the Owen Graduate School of Management, Vanderbilt University, Nashville, Tennessee",http://www.federalreserve.gov/boarddocs/speeches/2001/20010214/default.htm,Owen Graduate School of Management,, Vanderbilt University, Nashville,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
15-Feb-01,Implementing the Gramm-Leach-Bliley Act: One year later,"Before the American Law Institute and American Bar Association, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010215/default.htm,the American Law Institute and American Bar Association,, Washington, D.C.,Laurence H. Meyer,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
20-Feb-01,The productivity growth spurt in the United States,"Before the International Bond Congress, London, U.K. Governor Gramlich presented identical remarks at the Commonfund Forum 2001, Orlando, Florida, March 11, 2001",http://www.federalreserve.gov/boarddocs/speeches/2001/20010220/default.htm,the International Bond Congress,, London, U.K. Governor Gramlich presented identical remarks at t,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27-Feb-01,Understanding financial consolidation,"At a conference sponsored by the Securities Industry Association and the University of North Carolina School of Law, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2001/20010227/default.htm,onference sponsored by the Securities Industry Association and the University of North Carolina S,,,,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
05-Mar-01,The new Basel capital proposal,"At the Annual Washington Conference of the Institute of International Bankers, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010305/default.htm,Annual Washington Conference of the Institute of International Bankers,, Washington, D.C.,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07-Mar-01,Banking supervision,"Before the Independent Community Bankers of America, Las Vegas, Nevada (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2001/20010307/default.htm,the Independent Community Bankers of America,, Las Vegas, Nevada (via videoconference),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09-Mar-01,Understanding financial consolidation,"At the International Banking and Financial Systems Conference, Bank of Italy, Rome, Italy",http://www.federalreserve.gov/boarddocs/speeches/2001/20010309/default.htm,International Banking and Financial Systems Conference,, Bank of Italy, Rome,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-Mar-01,Capital standards and community banks,"At the Ohio Bankers̥ Day Conference, Columbus, Ohio",http://www.federalreserve.gov/boarddocs/speeches/2001/20010315/default.htm,Ohio Bankers̥ Day Conference,, Columbus, Ohio,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-Mar-01,Tackling predatory lending: Regulation and education,"At Cleveland State University, Cleveland, Ohio, Governor Gramlich presented identical remarks at the Neighborhood Reinvestment Corporation luncheon,  Raleigh, North Carolina, March 26, 2001",http://www.federalreserve.gov/boarddocs/speeches/2001/20010323/default.htm,veland State University,, Cleveland, Ohio,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9
27-Mar-01,The challenge of measuring and modeling a dynamic economy,"At the Washington Economic Policy Conference of the National Association for Business Economics, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010327/default.htm,Washington Economic Policy Conference of the National Association for Business Economics,, Washin,,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
28-Mar-01,Does money matter?,"The 2001 Homer Jones Memorial Lecture, Washington University, St. Louis, Missouri",http://www.federalreserve.gov/boarddocs/speeches/2001/20010328/default.htm,01 Homer Jones Memorial Lecture,, Washington University, St. Louis,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
05-Apr-01,Research in the policy process,"At the Community Affairs Research Conference of the Federal Reserve System, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010405/default.htm,Community Affairs Research Conference of the Federal Reserve System,, Washington, D.C.,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
05-Apr-01,Understanding financial consolidation,"At the Conference on Financial Innovation and Monetary Transmission, Federal Reserve Bank of New York, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2001/200104052/default.htm,Conference on Financial Innovation and Monetary Transmission,, Federal Reserve Bank of New York,,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
06-Apr-01,The importance of education in today̥s economy,"At the Community Affairs Research Conference of the Federal Reserve System, Washington, D.C",http://www.federalreserve.gov/boarddocs/speeches/2001/20010406/default.htm,Community Affairs Research Conference of the Federal Reserve System,, Washington, D.C,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19-Apr-01,Transparency in central banking: Rationale and recent developments,"Before the National Economists Club and Society of Government Economists, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010419/default.htm,the National Economists Club and Society of Government Economists,, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
19-Apr-01,Social security reform in the twenty-first century,"The Twenty-fourth Frank M. Engle Lecture in Economic Security, The American College, Bryn Mawr, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2001/200104192/default.htm,enty-fourth Frank M. Engle Lecture in Economic Security,, The American College, Bryn Mawr,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
26-Apr-01,Understanding financial consolidation,"At the Eleventh Annual Hyman P. Minsky Conference on Financial Structure, Jerome Levy Economics Institute, Annandale-on-Hudson, New York",http://www.federalreserve.gov/boarddocs/speeches/2001/20010426/default.htm,Eleventh Annual Hyman P. Minsky Conference on Financial Structure,, Jerome Levy Economics Institu,,Roger W. Ferguson,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
27-Apr-01,The paydown of federal debt,"Before the Bond Market Association, White Sulphur Springs, West Virginia (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2001/20010427/default.htm,the Bond Market Association,, White Sulphur Springs, West Virginia (via videoconference),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10-May-01,Controlling the safety net,"At the 37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2001/200105102/default.htm,37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,,,,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10-May-01,The financial safety net,"At the 37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2001/20010510/default.htm,37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17-May-01,The new Basel accord: Challenges for banks and their supervisors,"At the Risk Management Association̥s Conference on Capital Management, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010517/default.htm,Risk Management Association̥s Conference on Capital Management,, Washington, D.C.,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18-May-01,Issues for bank regulators,"At the Conference of State Banking Supervisors, Traverse City, Michigan (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2001/20010518/default.htm,Conference of State Banking Supervisors,, Traverse City, Michigan (via satellite),Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21-May-01,Comparative central banking and the politics of monetary policy,"At the National Association for Business Economics Seminar on Monetary Policy and the Markets, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/200105212/default.htm,National Association for Business Economics Seminar on Monetary Policy and the Markets,, Washingt,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
21-May-01,A few thoughts on financial sector and payments activities,"Before the Independent Community Bankers of America, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010521/default.htm,the Independent Community Bankers of America,, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-May-01,Global outlook and challenges facing central banks around the world,"At the Edinburgh Finance and Investment Seminar, Edinburgh, Scotland",http://www.federalreserve.gov/boarddocs/speeches/2001/20010524/default.htm,Edinburgh Finance and Investment Seminar,, Edinburgh, Scotland,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-May-01,Economic developments,"Before the Economic Club of New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2001/200105242/default.htm,the Economic Club of New York,, New York,,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
06-Jun-01,What happened to the new economy?,"Before the New York Association for Business Economics and The Downtown Economists, New York",http://www.federalreserve.gov/boarddocs/speeches/2001/20010606/default.htm,the New York Association for Business Economics and The Downtown Economists,, New York,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
11-Jun-01,National saving and Treasury debt,"Before the American Bankers Association, Stonier Memorial Address, Washington, D.C., Governor Gramlich presented identical remarks before the Money Marketeers of New York University, New York, June 12, 2001",http://www.federalreserve.gov/boarddocs/speeches/2001/20010611/default.htm,the American Bankers Association,, Stonier Memorial Address, Washington,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
14-Jun-01,"The productivity experience of the United States: Past, present, and future","At the U.S. Embassy, The Hague, the Netherlands (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2001/20010614/default.htm,U.S. Embassy,, The Hague, the Netherlands (via videoconference),Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
20-Jun-01,Saving by low- and moderate-income households,"At the National Savings Forum, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/200106202/default.htm,National Savings Forum,, Washington, D.C.,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-Jun-01,The growing need for skills in the 21st century,"Before the U.S. Department of Labor 21st Century Workforce Summit, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20010620/default.htm,the U.S. Department of Labor 21st Century Workforce Summit,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
28-Jun-01,The value of public outreach by the Federal Reserve,"At the dedication of the Visitors Center at the Federal Reserve Bank of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2001/20010628/default.htm,dedication of the Visitors Center at the Federal Reserve Bank of Chicago,, Chicago, Illinois,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
28-Jun-01,Impact of energy on the economy,"Before the Economic Club of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2001/200106282/default.htm,the Economic Club of Chicago,, Chicago, Illinois,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
17-Jul-01,Inflation targets and inflation targeting,"At the University of California at San Diego Economics Roundtable, San Diego, California",http://www.federalreserve.gov/boarddocs/speeches/2001/20010717/default.htm,University of California at San Diego Economics Roundtable,, San Diego, California,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
18-Jul-01,Reflections on the capital goods overhang,"Before the Charlotte Economics Club, Charlotte, North Carolina",http://www.federalreserve.gov/boarddocs/speeches/2001/20010718/default.htm,the Charlotte Economics Club,, Charlotte, North Carolina,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
03-Aug-01,Infrastructure and economic development,"At the Texas Trade Corridors New Economy Conference, San Antonio, Texas",http://www.federalreserve.gov/boarddocs/speeches/2001/20010803/default.htm,Texas Trade Corridors New Economy Conference,, San Antonio, Texas,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
31-Aug-01,"Technology, information production, and market efficiency","At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/2001/200108312/default.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31-Aug-01,Opening remarks,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/2001/20010831/default.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
04-Sep-01,The evolving financial and payment system,"At the Federal Reserve Bank of Philadelphia, Philadelphia, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2001/20010904/default.htm,Federal Reserve Bank of Philadelphia,, Philadelphia, Pennsylvania,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11-Oct-01,Transparency in monetary policy,"At the Federal Reserve Bank of St. Louis, Economic Policy Conference, St. Louis, Missouri (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2001/20011011/default.htm,Federal Reserve Bank of St. Louis,, Economic Policy Conference, St. Louis,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
12-Oct-01,Executing monetary policy without Treasuries,"At the 52nd International Atlantic Economic Conference, Philadelphia, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2001/20011012/default.htm,52nd International Atlantic Economic Conference,, Philadelphia, Pennsylvania,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
15-Oct-01,Basel II: Moving from concept toward implementation,"At the Bank Administration Institute's Conference on Treasury, Investment, ALM, and Risk Management, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2001/20011015/default.htm,Bank Administration Institute's Conference on Treasury,, Investment, ALM,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
16-Oct-01,Credit risk management: Models and judgment,"At the Bond Market Association's 1st Annual Credit and Risk Management Conference, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2001/20011016/default.htm,Bond Market Association's 1st Annual Credit and Risk Management Conference,, New York, New York,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-Oct-01,The September 11 tragedy and the response of the financial industry,At the American Bankers Association̥s Virtual Annual Convention (taped statement),http://www.federalreserve.gov/boarddocs/speeches/2001/20011023/default.htm,American Bankers Association̥s Virtual Annual Convention (taped statement),,,,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-Oct-01,Preparing for CRA 2002,"At the CRA and Fair Lending Colloquium, Boston, Massachusetts",http://www.federalreserve.gov/boarddocs/speeches/2001/200110232/default.htm,CRA and Fair Lending Colloquium,, Boston, Massachusetts,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-Oct-01,Globalization,"At the Institute for International Economics̥ Inauguration of the Peter G. Peterson Building, Washington, D.C.,  Chairman Greenspan presented identical remarks at George Washington University, the Robert P. Maxon Lecture, Washington, D.C., December 3, 2001 ",http://www.federalreserve.gov/boarddocs/speeches/2001/20011024/default.htm,Institute for International Economics̥ Inauguration of the Peter G. Peterson Building,, Washingt,,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
26-Oct-01,The importance of financial education and literacy,"Before the National Council on Economic Education, Chicago, Illinois (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2001/20011026/default.htm,the National Council on Economic Education,, Chicago, Illinois (via videoconference),Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
08-Nov-01,Certified public accountants: Partners in financial stability,"At the American Institute of Certified Public Accountants National Conference on Banks and Savings Institutions, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20011108/default.htm,American Institute of Certified Public Accountants National Conference on Banks and Savings Inst,,,,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
08-Nov-01,Promoting and sustaining home ownership,"At the Home Ownership Summit of the Local Initiatives Support Corporation (LISC), Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/200111082/default.htm,Home Ownership Summit of the Local Initiatives Support Corporation (LISC),, Washington, D.C.,Edward M. Gramlich,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13-Nov-01,Energy supply,"At the James A. Baker III Institute for Public Policy, Rice University, Houston, Texas, Chairman Greenspan presented identical remarks at the meeting of the U.S. Chamber of Commerce  board of directors, Washington, D.C., November 14, 2001",http://www.federalreserve.gov/boarddocs/speeches/2001/20011113/default.htm,James A. Baker III Institute for Public Policy,, Rice University, Houston,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
27-Nov-01,Before and after,"Before the National Association of Business Economics, St. Louis, Missouri",http://www.federalreserve.gov/boarddocs/speeches/2001/20011127/default.htm,the National Association of Business Economics,, St. Louis, Missouri,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
30-Nov-01,Asset prices and monetary policy,"At the New Technologies and Monetary Policy International Symposium, Bank of France, Paris, France",http://www.federalreserve.gov/boarddocs/speeches/2001/20011130/default.htm,New Technologies and Monetary Policy International Symposium,, Bank of France, Paris,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30-Nov-01,The euro as an international currency,"Before the Euro 50 Group Roundtable, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/200111302/default.htm,the Euro 50 Group Roundtable,, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03-Dec-01,Globalization,"At George Washington University, the Robert P. Maxon Lecture, Washington, D.C., Chairman Greenspan presented identical remarks  at the Institute for International Economics̥ Inauguration  of the Peter G. Peterson Building, Washington, D.C., October 24, 2001",http://www.federalreserve.gov/boarddocs/speeches/2001/20011203/default.htm,rge Washington University,, the Robert P. Maxon Lecture, Washington,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
05-Dec-01,The future of money and of monetary policy,"At the Distinguished Lecture Program, Swarthmore College, Swarthmore, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2001/20011205/default.htm,Distinguished Lecture Program,, Swarthmore College, Swarthmore,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
18-Dec-01,Financial stability in emerging markets: What have we accomplished and what remains to be done?,"At the Center for Strategic and International Studies, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2001/20011218/default.htm,Center for Strategic and International Studies,, Washington, D.C.,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
