full_date,speech_name,raw_spoke_to,vars.link,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
04-Dec-08,"Housing, Mortgage Markets, and Foreclosures","At the Federal Reserve System Conference on Housing and Mortgage Markets, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20081204a.htm,Federal Reserve System Conference on Housing and Mortgage Markets,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
08-Dec-08,Restoring Financial Intermediation by Banks: The Role of Regulators,"At the Office of Thrift Supervision National Housing Forum, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/kohn20081208a.htm,Office of Thrift Supervision National Housing Forum,, Washington, D.C.,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
08-Dec-08,Assessing the Potential for Instability in Financial Markets,"At the Risk Minds Conference, International Center for Business Information, Geneva, Switzerland",http://www.federalreserve.gov/newsevents/speech/kroszner20081208a.htm,Risk Minds Conference,, International Center for Business Information, Geneva,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13-Jan-09,The Crisis and the Policy Response,"At the Stamp Lecture, London School of Economics, London, England",http://www.federalreserve.gov/newsevents/speech/bernanke20090113a.htm,Stamp Lecture,, London School of Economics, London,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
11-Feb-09,Stabilizing the Housing Market: Next Steps,"At the Global Association of Risk ProfessionalsÃ• Risk Management Convention, New York, New York",http://www.federalreserve.gov/newsevents/speech/duke20090211a.htm,Global Association of Risk ProfessionalsÃ• Risk Management Convention,, New York, New York,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-Feb-09,Stabilizing the Housing Market: Focus on Communities,"At the American Bankers Association National Conference for Community Bankers, Phoenix, Arizona",http://www.federalreserve.gov/newsevents/speech/duke20090216a.htm,American Bankers Association National Conference for Community Bankers,, Phoenix, Arizona,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18-Feb-09,Federal Reserve Policies to Ease Credit and Their Implications for the Fed's Balance Sheet,"At the National Press Club Luncheon, National Press Club, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20090218a.htm,National Press Club Luncheon,, National Press Club, Washington,Ben S. Bernanke,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
24-Feb-09,CRA: A Framework for the Future,"At the Revisiting the CRA Policy Discussion, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/duke20090224a.htm,Revisiting the CRA Policy Discussion,, Washington, D.C.,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07-Mar-09,Brief Remarks,"At the Interstate Interchange Dedication Ceremony, Dillon, South Carolina",http://www.federalreserve.gov/newsevents/speech/bernanke20090307a.htm,Interstate Interchange Dedication Ceremony,, Dillon, South Carolina,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
10-Mar-09,Financial Reform to Address Systemic Risk,"At the Council on Foreign Relations, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20090310a.htm,Council on Foreign Relations,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
20-Mar-09,The Financial Crisis and Community Banking,"At the Independent Community Bankers of America's National Convention and Techworld, Phoenix, Arizona",http://www.federalreserve.gov/newsevents/speech/bernanke20090320a.htm,Independent Community Bankers of America's National Convention and Techworld,, Phoenix, Arizona,Ben S. Bernanke,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30-Mar-09,A Framework for Analyzing Bank Lending,"At the 13th Annual University of North Carolina Banking Institute, Charlotte, North Carolina",http://www.federalreserve.gov/newsevents/speech/duke20090330a.htm,13th Annual University of North Carolina Banking Institute,, Charlotte, North Carolina,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
03-Apr-09,The Federal Reserve's Balance Sheet,"At the Federal Reserve Bank of Richmond 2009 Credit Markets Symposium, Charlotte, North Carolina",http://www.federalreserve.gov/newsevents/speech/bernanke20090403a.htm,Federal Reserve Bank of Richmond 2009 Credit Markets Symposium,, Charlotte, North Carolina,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
03-Apr-09,Policies to Bring Us Out of the Financial Crisis and Recession,"At the Forum on Great Decisions in the Economic Crisis, College of Wooster, Wooster, Ohio",http://www.federalreserve.gov/newsevents/speech/kohn20090403a.htm,Forum on Great Decisions in the Economic Crisis,, College of Wooster, Wooster,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
06-Apr-09,The Panic of 2008,"At the Council of Institutional Investors 2009 Spring Meeting, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/warsh20090406a.htm,Council of Institutional Investors 2009 Spring Meeting,, Washington, D.C.,Kevin Warsh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
14-Apr-09,Four Questions about the Financial Crisis,"At the Morehouse College, Atlanta, Georgia",http://www.federalreserve.gov/newsevents/speech/bernanke20090414a.htm,Morehouse College,, Atlanta, Georgia,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
17-Apr-09,Financial Innovation and Consumer Protection,"At the Federal Reserve System's Sixth Biennial Community Affairs Research Conference, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20090417a.htm,Federal Reserve System's Sixth Biennial Community Affairs Research Conference,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
18-Apr-09,Monetary Policy in the Financial Crisis,"At the Conference in Honor of Dewey Daane, Nashville, Tennessee",http://www.federalreserve.gov/newsevents/speech/kohn20090418a.htm,Conference in Honor of Dewey Daane,, Nashville, Tennessee,Donald L. Kohn,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-Apr-09,The Economic Outlook,"At the Hutchinson Lecture, Newark, Delaware",http://www.federalreserve.gov/newsevents/speech/kohn20090420a.htm,Hutchinson Lecture,, Newark, Delaware,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
07-May-09,Lessons of the Financial Crisis for Banking Supervision,"At the Federal Reserve Bank of Chicago Conference on Bank Structure and Competition, Chicago, Illinois (via satellite)",http://www.federalreserve.gov/newsevents/speech/bernanke20090507a.htm,Federal Reserve Bank of Chicago Conference on Bank Structure and Competition,, Chicago, Illinois,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11-May-09,The Supervisory Capital Assessment Program,"At the Federal Reserve Bank of Atlanta 2009 Financial Markets Conference, Jekyll Island, Georgia",http://www.federalreserve.gov/newsevents/speech/bernanke20090511a.htm,Federal Reserve Bank of Atlanta 2009 Financial Markets Conference,, Jekyll Island, Georgia,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22-May-09,Commencement address,"At the 2009 Commencement of the Boston College School of Law, Newton, Massachusetts",http://www.federalreserve.gov/newsevents/speech/bernanke20090522a.htm,2009 Commencement of the Boston College School of Law,, Newton, Massachusetts,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
23-May-09,Interactions between Monetary and Fiscal Policy in the Current Situation,"At the Conference on Monetary-Fiscal Policy Interactions, Expectations, and Dynamics in the Current Economic Crisis, Princeton University, Princeton, New Jersey",http://www.federalreserve.gov/newsevents/speech/kohn20090523a.htm,Conference on Monetary-Fiscal Policy Interactions,, Expectations, and Dynamics in the Current Eco,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
04-Jun-09,Welcoming Remarks,"At the Conference on Financial Markets and Monetary Policy, Federal Reserve Board, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20090604a.htm,Conference on Financial Markets and Monetary Policy,, Federal Reserve Board, Washington,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
08-Jun-09,Financial Regulation in the Wake of the Crisis,"At the Peterson Institute for International Economics, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/tarullo20090608a.htm,Peterson Institute for International Economics,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
10-Jun-09,The Systemic Importance of Consumer Protection,"At the 2009 Community Development Policy Summit, Cleveland, Ohio",http://www.federalreserve.gov/newsevents/speech/duke20090610a.htm,2009 Community Development Policy Summit,, Cleveland, Ohio,Elizabeth A. Duke,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
15-Jun-09,Large Banks and Small Banks in an Era of Systemic Risk Regulation,"At the North Carolina Bankers Association Annual Convention, Chapel Hill, North Carolina",http://www.federalreserve.gov/newsevents/speech/tarullo20090615a.htm,North Carolina Bankers Association Annual Convention,, Chapel Hill, North Carolina,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-Jun-09,Containing the Crisis and Promoting Economic Recovery,"At the Women in Housing and Finance Annual Meeting, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/duke20090616a.htm,Women in Housing and Finance Annual Meeting,, Washington, D.C.,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
16-Jun-09,Defining Deviancy,"At the Institute of International Bankers Annual Meeting, New York, New York",http://www.federalreserve.gov/newsevents/speech/warsh20090616a.htm,Institute of International Bankers Annual Meeting,, New York, New York,Kevin Warsh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17-Jun-09,Community Development Financial Institutions: Challenges and Opportunities,"At the Global Financial Literacy Summit, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20090617a.htm,Global Financial Literacy Summit,, Washington, D.C.,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-Jun-09,Brief Remarks,"At the Bureau of Labor Statistics 125th Anniversary Celebration, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20090626a.htm,Bureau of Labor Statistics 125th Anniversary Celebration,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
09-Jul-09,Federal Reserve's Initiatives to Support Minority-Owned Institutions,"At the Minority Depository Institutions National Conference 2009 Conference, Chicago, Illinois",http://www.federalreserve.gov/newsevents/speech/duke20090709a.htm,Minority Depository Institutions National Conference 2009 Conference,, Chicago, Illinois,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10-Jul-09,"Comments on ""Financial Intermediation and the Post-Crisis Financial System""","At the Eighth BIS Annual Conference 2009, Financial System and Macroeconomic Resilience: Revisited, Basel, Switzerland",http://www.federalreserve.gov/newsevents/speech/kohn20090710a.htm,Eighth BIS Annual Conference 2009,, Financial System and Macroeconomic Resilience: Revisited, Bas,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21-Aug-09,Bagehot's Dictum in Practice: Formulating and Implementing Policies to Combat the Financial Crisis,"At the Federal Reserve Bank of Kansas City's Annual Economic Symposium, Jackson Hole, Wyoming",http://www.federalreserve.gov/newsevents/speech/madigan20090821a.htm,Federal Reserve Bank of Kansas City's Annual Economic Symposium,, Jackson Hole, Wyoming,Brian F. Madigan,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
21-Aug-09,Reflections on a Year of Crisis,"At the Federal Reserve Bank of Kansas City's Annual Economic Symposium, Jackson Hole, Wyoming; Chairman Bernanke delivered the same remarks at the Brookings Institution, on September 15, 2009",http://www.federalreserve.gov/newsevents/speech/bernanke20090821a.htm,Federal Reserve Bank of Kansas City's Annual Economic Symposium,, Jackson Hole, Wyoming; Chairman,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
25-Aug-09,The Community Affairs Function at the Federal Reserve,"At the Interagency Community Affairs Conference, Arlington, Virginia",http://www.federalreserve.gov/newsevents/speech/tarullo20090825a.htm,Interagency Community Affairs Conference,, Arlington, Virginia,Daniel K. Tarullo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10-Sep-09,"Comments on ""Interpreting the Unconventional U.S. Monetary Policy of 2007-2009""","At the Brookings Institution, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/kohn20090910a.htm,Brookings Institution,, Washington, D.C.,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
14-Sep-09,Regulatory Perspectives on the Changing Accounting Landscape,"At the AICPA National Conference on Banks and Savings Institutions, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/duke20090914a.htm,AICPA National Conference on Banks and Savings Institutions,, Washington, D.C.,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-Sep-09,Reflections on a Year of Crisis,"At the Brookings Institution's Conference on ""A Year of Turmoil,"" Washington, D.C.; Chairman Bernanke delivered the same remarks at the Federal Reserve Bank of Kansas City's Annual Economic Symposium, on August 21, 2009",http://www.federalreserve.gov/newsevents/speech/bernanke20090821a.htm,"Brookings Institution's Conference on ""A Year of Turmoil",," Washington, D.C.; Chairman Bernanke d",,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
25-Sep-09,"Longer Days, Fewer Weekends","At the 12th Annual International Banking Conference, Chicago, Illinois",http://www.federalreserve.gov/newsevents/speech/warsh20090925a.htm,12th Annual International Banking Conference,, Chicago, Illinois,Kevin Warsh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25-Sep-09,Brief Remarks,"At the Congressional Black Caucus Foundation's Annual Legislative Conference, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20090925a.htm,Congressional Black Caucus Foundation's Annual Legislative Conference,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
30-Sep-09,Central Bank Exit Policies,"At the Cato Institute's Shadow Open Market Committee Meeting, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/kohn20090930a.htm,Cato Institute's Shadow Open Market Committee Meeting,, Washington, D.C.,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
08-Oct-09,The Federal Reserve's Balance Sheet: An Update,"At the Federal Reserve Board Conference on Key Developments in Monetary Policy, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20091008a.htm,Federal Reserve Board Conference on Key Developments in Monetary Policy,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
08-Oct-09,In the Wake of the Crisis,"At the Phoenix Metropolitan Area Community Leaders' Luncheon, Phoenix, Arizona",http://www.federalreserve.gov/newsevents/speech/tarullo20091008a.htm,Phoenix Metropolitan Area Community Leaders' Luncheon,, Phoenix, Arizona,Daniel K. Tarullo,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
09-Oct-09,Monetary Policy Research and the Financial Crisis: Strengths and Shortcomings,"At the Federal Reserve Conference on Key Developments in Monetary Policy, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/kohn20091009a.htm,Federal Reserve Conference on Key Developments in Monetary Policy,, Washington, D.C.,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13-Oct-09,The Economic Outlook,"At the National Association for Business Economics, St. Louis, Missouri",http://www.federalreserve.gov/newsevents/speech/kohn20091013a.htm,National Association for Business Economics,, St. Louis, Missouri,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
19-Oct-09,Asia and the Global Financial Crisis,"At the Federal Reserve Bank of San FranciscoÃ•s Conference on Asia and the Global Financial Crisis, Santa Barbara, California",http://www.federalreserve.gov/newsevents/speech/bernanke20091019a.htm,Federal Reserve Bank of San FranciscoÃ•s Conference on Asia and the Global Financial Crisis,, San,,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21-Oct-09,Confronting Too Big to Fail,"At the Exchequer Club, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/tarullo20091021a.htm,Exchequer Club,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
23-Oct-09,International Perspective on the Crisis and Response,"At the Federal Reserve Bank of Boston 54th Economic Conference, Chatham, Massachusetts",http://www.federalreserve.gov/newsevents/speech/kohn20091023a.htm,Federal Reserve Bank of Boston 54th Economic Conference,, Chatham, Massachusetts,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
23-Oct-09,Financial Regulation and Supervision after the Crisis: The Role of the Federal Reserve,"At the Federal Reserve Bank of Boston 54th Economic Conference, Chatham, Massachusetts",http://www.federalreserve.gov/newsevents/speech/bernanke20091023a.htm,Federal Reserve Bank of Boston 54th Economic Conference,, Chatham, Massachusetts,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
02-Nov-09,"Incentive Compensation, Risk Management, and Safety and Soundness","At the University of Maryland's Robert H. Smith School of Business Roundtable: Executive Compensation: Practices and Reforms, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/tarullo20091102a.htm,University of Maryland's Robert H. Smith School of Business Roundtable: Executive Compensation:,,,,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
09-Nov-09,Financial Regulation: Past and Future,"At the Money Marketeers of New York University, New York, New York",http://www.federalreserve.gov/newsevents/speech/tarullo20091109a.htm,Money Marketeers of New York University,, New York, New York,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
10-Nov-09,Supervising and Resolving Large Financial Institutions,"At the Institute of International Bankers Conference on Cross-Border Insolvency Issues, New York, New York",http://www.federalreserve.gov/newsevents/speech/tarullo20091110a.htm,Institute of International Bankers Conference on Cross-Border Insolvency Issues,, New York, New Y,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-Nov-09,On the Outlook for the Economy and Policy,"At the Economic Club of New York, New York, New York",http://www.federalreserve.gov/newsevents/speech/bernanke20091116a.htm,Economic Club of New York,, New York, New York,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
16-Nov-09,Policy Challenges for the Federal Reserve,"At the Kellogg Distinguished Lecture Series, Kellogg School of Management, Northwestern University, Evanston, Illinois",http://www.federalreserve.gov/newsevents/speech/kohn20091116a.htm,Kellogg Distinguished Lecture Series,, Kellogg School of Management, Northwestern University,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
07-Dec-09,Frequently Asked Questions,"At the Economic Club of Washington D.C., Washington D.C.Ã_",http://www.federalreserve.gov/newsevents/speech/bernanke20091207a.htm,Economic Club of Washington D.C.,, Washington D.C.Ã_,,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
09-Dec-09,Keys to Successful Neighborhood Stabilization,"At the Community Stabilization Symposium, NeighborWorks Training Institute, National Harbor, Maryland",http://www.federalreserve.gov/newsevents/speech/duke20091209a.htm,Community Stabilization Symposium,, NeighborWorks Training Institute, National Harbor,Elizabeth A. Duke,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
10-Dec-09,Envisioning a Future for Housing Finance,"At the Mortgage Foreclosure Policy Conference, Federal Reserve Bank of Chicago, Chicago, Illinois",http://www.federalreserve.gov/newsevents/speech/duke20091210a.htm,Mortgage Foreclosure Policy Conference,, Federal Reserve Bank of Chicago, Chicago,Elizabeth A. Duke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
03-Jan-10,Monetary Policy and the Housing Bubble,"At the Annual Meeting of the American Economic Association, Atlanta, Georgia",http://www.federalreserve.gov/newsevents/speech/bernanke20100103a.htm,Annual Meeting of the American Economic Association,, Atlanta, Georgia,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
03-Jan-10,"Monetary Policy in the Crisis: Past, Present, and Future","At the Brimmer Policy Forum, American Economic Association Annual Meeting, Atlanta, Georgia",http://www.federalreserve.gov/newsevents/speech/kohn20100103a.htm,Brimmer Policy Forum,, American Economic Association Annual Meeting, Atlanta,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
04-Jan-10,The Economic Outlook,"At the Economic Forecast Forum, Raleigh, North Carolina",http://www.federalreserve.gov/newsevents/speech/duke20100104a.htm,Economic Forecast Forum,, Raleigh, North Carolina,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
29-Jan-10,Focusing on Bank Interest Rate Risk Exposure,"At the Federal Deposit Insurance Corporation's Symposium on Interest Rate Risk Management, Arlington, Virginia",http://www.federalreserve.gov/newsevents/speech/kohn20100129a.htm,Federal Deposit Insurance Corporation's Symposium on Interest Rate Risk Management,, Arlington, V,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
03-Feb-10,Swearing-In Ceremony Remarks,"At the Ceremonial Swearing-In, Federal Reserve Board, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20100203a.htm,Ceremonial Swearing-In,, Federal Reserve Board, Washington,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
03-Feb-10,Regulation and Its Discontents,"At the New York Association for Business Economics, New York, New York",http://www.federalreserve.gov/newsevents/speech/warsh20100203a.htm,New York Association for Business Economics,, New York, New York,Kevin Warsh,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
18-Feb-10,Unusual and Exigent: My First Year at the Fed,"At the Economics Club of Hampton Roads, Norfolk, Virginia",http://www.federalreserve.gov/newsevents/speech/duke20100218a.htm,Economics Club of Hampton Roads,, Norfolk, Virginia,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
26-Feb-10,Financial Regulatory Reform,"At the U.S. Monetary Policy Forum, New York, New York",http://www.federalreserve.gov/newsevents/speech/tarullo20100226a.htm,U.S. Monetary Policy Forum,, New York, New York,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18-Mar-10,Toward an Effective Resolution Regime for Large Financial Institutions,"At the Symposium on Building the Financial System of the 21st Century, Armonk, New York",http://www.federalreserve.gov/newsevents/speech/tarullo20100318a.htm,Symposium on Building the Financial System of the 21st Century,, Armonk, New York,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-Mar-10,Preserving a Central Role for Community Banking,"At the Independent Community Bankers of America National Convention, Orlando, Florida",http://www.federalreserve.gov/newsevents/speech/bernanke20100320a.htm,Independent Community Bankers of America National Convention,, Orlando, Florida,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-Mar-10,Homework Assignments for Monetary Policymakers,"At the Cornelson Distinguished Lecture at Davidson College, Davidson, North Carolina",http://www.federalreserve.gov/newsevents/speech/kohn20100324a.htm,Cornelson Distinguished Lecture at Davidson College,, Davidson, North Carolina,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
26-Mar-10,Lessons from the Crisis Stress Tests,"At the Federal Reserve Board International Research Forum on Monetary Policy, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/tarullo20100326a.htm,Federal Reserve Board International Research Forum on Monetary Policy,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26-Mar-10,An Ode to Independence,"At the Shadow Open Market Committee, New York, New York",http://www.federalreserve.gov/newsevents/speech/warsh20100326a.htm,Shadow Open Market Committee,, New York, New York,Kevin Warsh,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
31-Mar-10,Restoring Credit to Communities,"At the Fifty-third Annual Western Independent Bankers Conference, Scottsdale, Arizona",http://www.federalreserve.gov/newsevents/speech/duke20100331a.htm,Fifty-third Annual Western Independent Bankers Conference,, Scottsdale, Arizona,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07-Apr-10,"Economic Challenges: Past, Present, and Future","At the Dallas Regional Chamber, Dallas, Texas",http://www.federalreserve.gov/newsevents/speech/20100407a.htm,Dallas Regional Chamber,, Dallas, Texas,Ben S. Bernanke,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
08-Apr-10,Economic Policy: Lessons from History,"At the 43rd Annual Alexander Hamilton Awards Dinner, Center for the Study of the Presidency and Congress, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20100408a.htm,43rd Annual Alexander Hamilton Awards Dinner,, Center for the Study of the Presidency and Congres,,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
08-Apr-10,The Present and Future of Community Banking,"At the Federal Reserve Bank of New York Community BankersÃ• Conference, New York, New York",http://www.federalreserve.gov/newsevents/speech/tarullo20100408a.htm,Federal Reserve Bank of New York Community BankersÃ• Conference,, New York, New York,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08-Apr-10,The Economic Outlook,"At the Federal Reserve Bank of San Francisco Community Leaders Luncheon, San Francisco, California",http://www.federalreserve.gov/newsevents/speech/kohn20100408a.htm,Federal Reserve Bank of San Francisco Community Leaders Luncheon,, San Francisco, California,Donald L. Kohn,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
08-Apr-10,The Importance of Financial Education,"At the Jump$tart Coalition Investing in Our Future: Financial Education and Washington Event, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/duke20100408a.htm,Jump$tart Coalition Investing in Our Future: Financial Education and Washington Event,, Washingto,,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
13-Apr-10,Involving Markets and the Public in Financial Regulation,"At the Council of Institutional Investors Meeting, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/tarullo20100413a.htm,Council of Institutional Investors Meeting,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
13-Apr-10,Fostering Financial Literacy,"At the National Bankers Association Foundation Financial Literacy Summit Reception, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20100413a.htm,National Bankers Association Foundation Financial Literacy Summit Reception,, Washington, D.C.,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
