multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
,,,Dickinson College,,2 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,The Importance of Raising National Saving,http://www.federalreserve.gov/boarddocs/speeches/2005/20050302/default.htm,"At the Benjamin Rush Lecture, Dickinson College, Pennsylvania",Benjamin Rush Lecture, Dickinson College,, Dickinson College, Pennsylvania,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Executives' Club of Chicago,,8 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,none,,,,The Economic Outlook,http://www.federalreserve.gov/boarddocs/speeches/2005/20050308/default.htm,"At a Finance Committee luncheon of the Executives̥ Club of Chicago, Chicago, Illinois",inance Committee luncheon of the Executives̥ Club of Chicago,Executives̥ Club of Chicago,, Chicago, Illinois,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Council on Foreign Relations,,10 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,none,,,,Globalization,http://www.federalreserve.gov/boarddocs/speeches/2005/20050310/default.htm,"At the Council on Foreign Relations, New York, New York",Council on Foreign Relations,Council on Foreign Relations,, New York, New York,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Virginia Association of Economics,,10 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,none,,,,The Global Saving Glut and the U.S. Current Account Deficit,http://www.federalreserve.gov/boarddocs/speeches/2005/200503102/default.htm,"At the Sandridge Lecture, Virginia Association of Economics, Richmond, Virginia, Governor Bernanke presented similar remarks with updated data at the Homer Jones Lecture, St. Louis, Missouri, on April 14, 2005.",Sandridge Lecture,Virginia Association of Economics,, Virginia Association of Economics, Richmond,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
,,,the Independent Community Bankers of America,,11 Mar 2005,2005,"Oxley, Michael G.","$525,321","$4,000",52,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,none,,,,Bank regulation,http://www.federalreserve.gov/boarddocs/speeches/2005/20050311/default.htm,"Before the Independent Community Bankers of America National Convention, San Antonio, Texas (via videoconference)",the Independent Community Bankers of America National Convention,the Independent Community Bankers of America,, San Antonio, Texas (via videoc,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Institute of International Bankers,,14 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,none,,,,Bank Secrecy Act and Capital Compliance Issues,http://www.federalreserve.gov/boarddocs/speeches/2005/20050314/default.htm,"At the Institute of International Bankers Annual Washington Conference, Washington, D.C.",Institute of International Bankers Annual Washington Conference,Institute of International Bankers,, Washington, D.C.,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,National Community Reinvestment Coalition,,18 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,none,,,,"Empowering Communities, Attracting Development Capital, and Creating Opportunities",http://www.federalreserve.gov/boarddocs/speeches/2005/20050318/default.htm,"At the 2005 National Community Reinvestment Coalition Conference, Washington, D.C.",2005 National Community Reinvestment Coalition Conference, National Community Reinvestment Coalition,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,University of Dayton,,30 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,none,,,,Implementing Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2005/20050330/default.htm,"At the Redefining Investment Strategy Education Symposium, Dayton, Ohio",Redefining Investment Strategy Education Symposium,University of Dayton,, Dayton, Ohio,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
,,,Financial Services Roundtable,,31 Mar 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,none,,,,"Home Mortgage Disclosure Act, Bank Secrecy Act, and Capital Issues ",http://www.federalreserve.gov/boarddocs/speeches/2005/20050331/default.htm,"At the Financial Services Roundtable Annual Meeting, Palm Beach, Florida",Financial Services Roundtable Annual Meeting,Financial Services Roundtable,, Palm Beach, Florida,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,the National Petrochemical and Refiners Association,,5 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,none,,,,Energy,http://www.federalreserve.gov/boarddocs/speeches/2005/20050405/default.htm,"Before the National Petrochemical and Refiners Association Conference, San Antonio, Texas, (via satellite)",the National Petrochemical and Refiners Association Conference,the National Petrochemical and Refiners Association,, San Antonio, Texas,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,,,Federal Reserve System̥s,,8 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,Fed-Fed,,,,Consumer Finance,http://www.federalreserve.gov/boarddocs/speeches/2005/20050408/default.htm,"At the Federal Reserve System̥s Fourth Annual Community Affairs Research Conference, Washington, D.C.",Federal Reserve System̥s Fourth Annual Community Affairs Research Conference,Federal Reserve System̥s,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,Federal Reserve Bank of San Francisco (FRBSF),Federal Reserve Bank of San Francisco,1,14 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Donald L. Kohn,Fed-Fed,,,,Economic Outlook,http://www.federalreserve.gov/boarddocs/speeches/2005/200504142/default.htm,"At the 2005 Conference of Twelfth District Directors, Federal Reserve Bank of San Francisco, San Francisco, California",2005 Conference of Twelfth District Directors,Federal Reserve Bank of San Francisco,, Federal Reserve Bank of San Francisco, San Franci,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Virginia Association of Economists,,14 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,none,,,,The Global Saving Glut and the U.S. Current Account Deficit,http://www.federalreserve.gov/boarddocs/speeches/2005/20050414/default.htm,"At the Homer Jones Lecture, St. Louis, Missouri, Governor Ben S. Bernanke presented similar remarks at the Sandridge Lecture, Virginia Association of Economists, Richmond, Virginia, on March 10, 2005. Data from that speech are updated.",Homer Jones Lecture,Virginia Association of Economists,, St. Louis, Missouri,Ben S. Bernanke,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
,,,Canisius College Richard J. Wehle School of Busines,,18 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,none,,,,The Economy and Managing Personal Finances,http://www.federalreserve.gov/boarddocs/speeches/2005/20050418/default.htm,"At the Canisius College Richard J. Wehle School of Business Community Business Luncheon, Buffalo, New York",Canisius College Richard J. Wehle School of Business Community Business Luncheon,Canisius College Richard J. Wehle School of Busines,, Buffalo, New Y,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,University of North Carolina (UNC),Economics Club of the University of North Carolina at Chapel Hill,1,20 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Roger W. Ferguson,none,,,,U.S. Current Account Deficit: Causes and Consequences,http://www.federalreserve.gov/boarddocs/speeches/2005/20050420/default.htm,"To the Economics Club of the University of North Carolina at Chapel Hill, Chapel Hill, North Carolina",Economics Club of the University of North Carolina at Chapel Hill,Economics Club of the University of North Carolina at Chapel Hill,, Chapel Hill, North Carolina,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Widener University,,21 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,A First Step in Dealing with Growing Retirement Costs,http://www.federalreserve.gov/boarddocs/speeches/2005/20050421/default.htm,"At the Spring 2005 Banking and Finance Lecture, Widener University, Chester, Pennsylvania",Spring 2005 Banking and Finance Lecture,Widener University,, Widener University, Chester,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,Johns Hopkins University,"The Levy Economics Institute of Bard College,",1,22 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Donald L. Kohn,none,,,,Imbalances in the U.S. Economy,http://www.federalreserve.gov/boarddocs/speeches/2005/20050422/default.htm,"At the 15th Annual Hyman P. Minsky Conference, The Levy Economics Institute of Bard College, Annandale-on-Hudson, New York",15th Annual Hyman P. Minsky Conference,"The Levy Economics Institute of Bard College,",, The Levy Economics Institute of Bard College, Annandale-,Donald L. Kohn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,European Central Bank,The European Central Bank,1,27 Apr 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Roger W. Ferguson,none,,,,The Evolution of Central Banking in the United States,http://www.federalreserve.gov/boarddocs/speeches/2005/20050427/default.htm,"At a European Central Bank Colloquium in Honor of Tommaso Padoa-Schioppa, The European Central Bank, Frankfurt, Germany",uropean Central Bank Colloquium in Honor of Tommaso Padoa-Schioppa,The European Central Bank,, The European Central Bank, Fr,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,5 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,Fed-Fed,,,,Risk Transfer and Financial Stability,http://www.federalreserve.gov/boarddocs/speeches/2005/20050505/default.htm,"To the Federal Reserve Bank of Chicago's Forty-first Annual Conference on Bank Structure, Chicago, Illinois, (via satellite)",Federal Reserve Bank of Chicago's Forty-first Annual Conference on Bank Structure,Federal Reserve Bank of Chicago,, Chicago, Illi,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Association for Financial Professionals,,12 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Roger W. Ferguson,none,,,,Globalization: Evidence and Policy Implications ,http://www.federalreserve.gov/boarddocs/speeches/2005/20050512/default.htm,"To the Association for Financial Professionals Global Corporate Treasurers Forum, San Francisco, California, (via videoconference)",Association for Financial Professionals Global Corporate Treasurers Forum,Association for Financial Professionals,, San Francisco, Califo,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Wharton School,,15 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,none,,,,Commencement address,http://www.federalreserve.gov/boarddocs/speeches/2005/20050515/default.htm,"At the Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania",Wharton School,Wharton School,, University of Pennsylvania, Philadelphia,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Financial Women's Association,,16 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Mark W. Olson,none,,,,Basel II,http://www.federalreserve.gov/boarddocs/speeches/2005/20050516/default.htm,"At the Annual Washington Briefing Conference of the Financial Women's Association, Washington, D.C.",Annual Washington Briefing Conference of the Financial Women's Association, Financial Women's Association,, Washington, D.C.,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,,Central Bank of the Republic of Turkey̥s,,17 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,none,,,,Financial Stability Benefits and Implementation Challenges of Basel II,http://www.federalreserve.gov/boarddocs/speeches/2005/20050517/default.htm,"At the Central Bank of the Republic of Turkey̥s International Conference on Financial Stability and Implications of Basel II, Istanbul, Turkey",Central Bank of the Republic of Turkey̥s International Conference on Financial Stability and Im,Central Bank of the Republic of Turkey̥s,,,,Susan Schmidt Bies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,Federal Reserve Bank of Atlanta,Federal Reserve Bank of Atlanta,,19 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,Fed-Fed,,,,Government-sponsored enterprises,http://www.federalreserve.gov/boarddocs/speeches/2005/20050519/default.htm,"To the Conference on Housing, Mortgage Finance, and the Macroeconomy, Federal Reserve Bank of Atlanta, Atlanta, Georgia,(via satellite)",Conference on Housing, Federal Reserve Bank of Atlanta,, Mortgage Finance, and the Macroeconomy,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,19 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Mark W. Olson,Fed-Fed,,,,The Federal Reserve in an Electronic World ,http://www.federalreserve.gov/boarddocs/speeches/2005/200505193/default.htm,"At the 2005 Payments Conference, Federal Reserve Bank of Chicago, Chicago, Illinois",2005 Payments Conference,Federal Reserve Bank of Chicago,, Federal Reserve Bank of Chicago, Chicago,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Federal Reserve System̥,,19 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,Fed-Fed,,,,Observations on Measuring and Managing Operational Risk under Basel II ,http://www.federalreserve.gov/boarddocs/speeches/2005/200505192/default.htm,"At the Federal Reserve System̥s Conference on Implementing an Advanced Measurement Approach for Operational Risk, Boston, Massachusetts",Federal Reserve System̥s Conference on Implementing an Advanced Measurement Approach for Operat,Federal Reserve System̥,,,,Susan Schmidt Bies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,European Central Bank,,20 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Donald L. Kohn,none,,,,Modeling Inflation: A Policymaker̥s Perspective ,http://www.federalreserve.gov/boarddocs/speeches/2005/20050520/default.htm,"To the International Research Forum on Monetary Policy Conference, Frankfurt am Main, Germany",International Research Forum on Monetary Policy Conference,European Central Bank,, Frankfurt am Main, Germany,Donald L. Kohn,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,the Economic Club of New York,,20 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,yes - Dates Not Available,,Vice Chairman,,Energy,http://www.federalreserve.gov/boarddocs/speeches/2005/200505202/default.htm,"Before the Economic Club of New York, New York, New York",the Economic Club of New York,the Economic Club of New York,, New York, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Euromoney,,26 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,The Politics of Inflation Targeting ,http://www.federalreserve.gov/boarddocs/speeches/2005/20050526/default.htm,"At the Euromoney Inflation Conference, Paris, France",Euromoney Inflation Conference,Euromoney,, Paris, France,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Women in Housing and Finance,,26 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,none,,,,Capital and Risk Management,http://www.federalreserve.gov/boarddocs/speeches/2005/200505262/default.htm,"At the Women in Housing and Finance Spring Symposium, Capital Issues for Financial Institutions, Washington, D.C.",Women in Housing and Finance Spring Symposium,Women in Housing and Finance,, Capital Issues for Financial Institutions, Washin,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,,Deutsche Bundesbank,,27 May 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Roger W. Ferguson,none,,,,Asset Prices and Monetary Liquidity,http://www.federalreserve.gov/boarddocs/speeches/2005/20050527/default.htm,"To the Seventh Deutsche Bundesbank Spring Conference, Berlin, Germany",Seventh Deutsche Bundesbank Spring Conference,Deutsche Bundesbank,, Berlin, Germany,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Conference of State Banking Supervisors,,3 Jun 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Mark W. Olson,none,,,,The Health of the Banking Industry,http://www.federalreserve.gov/boarddocs/speeches/2005/200506032/default.htm,"At the Annual Meeting of the Conference of State Banking Supervisors, San Antonio, Texas",Annual Meeting of the Conference of State Banking Supervisors, Conference of State Banking Supervisors,, San Antonio, Texas,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,National Association of Real Estate Editors,,3 Jun 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,HMDA Data and Their Effect on Mortgage Markets,http://www.federalreserve.gov/boarddocs/speeches/2005/20050603/default.htm,"At the National Association of Real Estate Editors, Washington, D.C.",National Association of Real Estate Editors,National Association of Real Estate Editors,, Washington, D.C.,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
