month_year,full_date,month,day,year,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
1-May-02,11-May-02,May,11,2002,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-May-02,13-May-02,May,13,2002,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-May-02,17-May-02,May,17,2002,Mark W. Olson,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-May-02,21-May-02,May,21,2002,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-02,21-May-02,May,21,2002,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-02,31-May-02,May,31,2002,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jun-02,10-Jun-02,June,10,2002,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-02,11-Jun-02,June,11,2002,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-02,20-Jun-02,June,20,2002,Susan S. Bies,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1-Jul-02,5-Jul-02,July,5,2002,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jul-02,8-Jul-02,July,8,2002,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jul-02,26-Jul-02,July,26,2002,Mark W. Olson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Aug-02,30-Aug-02,August,30,2002,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-02,25-Sep-02,September,25,2002,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
1-Sep-02,25-Sep-02,September,25,2002,Alan Greenspan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1-Sep-02,25-Sep-02,September,25,2002,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Sep-02,28-Sep-02,September,28,2002,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-02,1-Oct-02,October,1,2002,Susan S. Bies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Oct-02,3-Oct-02,October,3,2002,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-02,7-Oct-02,October,7,2002,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-02,8-Oct-02,October,8,2002,Susan S. Bies,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-02,9-Oct-02,October,9,2002,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-02,15-Oct-02,October,15,2002,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-02,16-Oct-02,October,16,2002,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
1-Oct-02,16-Oct-02,October,16,2002,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Oct-02,16-Oct-02,October,16,2002,Roger W. Ferguson,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1-Oct-02,22-Oct-02,October,22,2002,Mark W. Olson,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Oct-02,23-Oct-02,October,23,2002,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Oct-02,24-Oct-02,October,24,2002,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Oct-02,29-Oct-02,October,29,2002,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Nov-02,7-Nov-02,November,7,2002,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Nov-02,7-Nov-02,November,7,2002,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-02,8-Nov-02,November,8,2002,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-02,12-Nov-02,November,12,2002,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Nov-02,12-Nov-02,November,12,2002,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-02,12-Nov-02,November,12,2002,Susan S. Bies,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Nov-02,12-Nov-02,November,12,2002,Mark W. Olson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1-Nov-02,12-Nov-02,November,12,2002,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Nov-02,18-Nov-02,November,18,2002,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Nov-02,18-Nov-02,November,18,2002,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-02,19-Nov-02,November,19,2002,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Nov-02,20-Nov-02,November,20,2002,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-02,21-Nov-02,November,21,2002,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Nov-02,22-Nov-02,November,22,2002,Donald L. Kohn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Dec-02,13-Dec-02,December,13,2002,Susan S. Bies,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Dec-02,13-Dec-02,December,13,2002,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Dec-02,19-Dec-02,December,19,2002,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-03,4-Jan-03,January,4,2003,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Feb-03,3-Feb-03,February,3,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-03,5-Feb-03,February,5,2003,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-03,6-Feb-03,February,6,2003,Mark W. Olson,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-Feb-03,11-Feb-03,February,11,2003,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-03,12-Feb-03,February,12,2003,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-03,21-Feb-03,February,21,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-03,27-Feb-03,February,27,2003,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13
1-Feb-03,28-Feb-03,February,28,2003,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Mar-03,4-Mar-03,March,4,2003,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-03,7-Mar-03,March,7,2003,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-03,13-Mar-03,March,13,2003,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-03,24-Mar-03,March,24,2003,Donald L. Kohn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Mar-03,25-Mar-03,March,25,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Mar-03,28-Mar-03,March,28,2003,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Apr-03,3-Apr-03,April,3,2003,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Apr-03,4-Apr-03,April,4,2003,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-03,7-Apr-03,April,7,2003,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-03,9-Apr-03,April,9,2003,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-03,9-Apr-03,April,9,2003,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
1-Apr-03,10-Apr-03,April,10,2003,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-03,24-Apr-03,April,24,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Apr-03,24-Apr-03,April,24,2003,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Apr-03,28-Apr-03,April,28,2003,Roger W. Ferguson,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1-May-03,7-May-03,May,7,2003,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-03,8-May-03,May,8,2003,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-03,13-May-03,May,13,2003,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-May-03,16-May-03,May,16,2003,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-May-03,22-May-03,May,22,2003,Mark W. Olson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-May-03,30-May-03,May,30,2003,Susan Schmidt Bies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-03,31-May-03,May,31,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jun-03,10-Jun-03,June,10,2003,Donald L. Kohn,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jun-03,10-Jun-03,June,10,2003,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-03,11-Jun-03,June,11,2003,Ben S. Bernanke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jun-03,11-Jun-03,June,11,2003,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-03,11-Jun-03,June,11,2003,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jun-03,13-Jun-03,June,13,2003,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Jun-03,16-Jun-03,June,16,2003,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-03,17-Jun-03,June,17,2003,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-03,20-Jun-03,June,20,2003,Donald L. Kohn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-03,26-Jun-03,June,26,2003,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Jul-03,23-Jul-03,July,23,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Aug-03,7-Aug-03,August,7,2003,Susan Schmidt Bies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Aug-03,10-Aug-03,August,10,2003,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1-Aug-03,18-Aug-03,August,18,2003,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Aug-03,29-Aug-03,August,29,2003,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-03,4-Sep-03,September,4,2003,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Sep-03,4-Sep-03,September,4,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
1-Sep-03,22-Sep-03,September,22,2003,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Sep-03,24-Sep-03,September,24,2003,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-03,26-Sep-03,September,26,2003,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-Oct-03,1-Oct-03,October,1,2003,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-03,2-Oct-03,October,2,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Oct-03,8-Oct-03,October,8,2003,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-03,8-Oct-03,October,8,2003,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Oct-03,8-Oct-03,October,8,2003,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Oct-03,9-Oct-03,October,9,2003,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-03,17-Oct-03,October,17,2003,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-03,17-Oct-03,October,17,2003,Ben S. Bernanke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-03,24-Oct-03,October,24,2003,Ben S. Bernanke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-03,29-Oct-03,October,29,2003,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-03,31-Oct-03,October,31,2003,Susan Schmidt Bies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Nov-03,6-Nov-03,November,6,2003,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-03,6-Nov-03,November,6,2003,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-03,13-Nov-03,November,13,2003,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-03,14-Nov-03,November,14,2003,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-Nov-03,20-Nov-03,November,20,2003,Alan Greenspan,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7
1-Nov-03,21-Nov-03,November,21,2003,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Nov-03,22-Nov-03,November,22,2003,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Dec-03,2-Dec-03,December,2,2003,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Dec-03,11-Dec-03,December,11,2003,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Jan-04,3-Jan-04,January,3,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-04,3-Jan-04,January,3,2004,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-04,3-Jan-04,January,3,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-04,4-Jan-04,January,4,2004,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-04,4-Jan-04,January,4,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-04,7-Jan-04,January,7,2004,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jan-04,13-Jan-04,January,13,2004,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jan-04,14-Jan-04,January,14,2004,Ben S. Bernanke,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
1-Jan-04,26-Jan-04,January,26,2004,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Feb-04,4-Feb-04,February,4,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Feb-04,19-Feb-04,February,19,2004,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Feb-04,20-Feb-04,February,20,2004,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1-Feb-04,20-Feb-04,February,20,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Feb-04,23-Feb-04,February,23,2004,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Feb-04,25-Feb-04,February,25,2004,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1-Feb-04,25-Feb-04,February,25,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Feb-04,26-Feb-04,February,26,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Feb-04,26-Feb-04,February,26,2004,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Feb-04,27-Feb-04,February,27,2004,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Feb-04,27-Feb-04,February,27,2004,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Mar-04,1-Mar-04,March,1,2004,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-04,2-Mar-04,March,2,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Mar-04,2-Mar-04,March,2,2004,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Mar-04,12-Mar-04,March,12,2004,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Mar-04,17-Mar-04,March,17,2004,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-04,25-Mar-04,March,25,2004,Alan Greenspan,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Mar-04,25-Mar-04,March,25,2004,Donald L. Kohn,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Mar-04,26-Mar-04,March,26,2004,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-04,26-Mar-04,March,26,2004,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-04,27-Mar-04,March,27,2004,Ben S. Bernanke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-04,30-Mar-04,March,30,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Mar-04,31-Mar-04,March,31,2004,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Apr-04,1-Apr-04,April,1,2004,Donald L. Kohn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-04,1-Apr-04,April,1,2004,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Apr-04,8-Apr-04,April,8,2004,Roger W. Ferguson,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Apr-04,15-Apr-04,April,15,2004,Ben S. Bernanke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-04,16-Apr-04,April,16,2004,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-04,16-Apr-04,April,16,2004,Ben S. Bernanke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-04,22-Apr-04,April,22,2004,Ben S. Bernanke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-04,22-Apr-04,April,22,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-04,23-Apr-04,April,23,2004,Roger W. Ferguson,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Apr-04,23-Apr-04,April,23,2004,Ben S. Bernanke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-04,26-Apr-04,April,26,2004,Susan Schmidt Bies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Apr-04,26-Apr-04,April,26,2004,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Apr-04,27-Apr-04,April,27,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-04,27-Apr-04,April,27,2004,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-May-04,5-May-04,May,5,2004,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-04,6-May-04,May,6,2004,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-04,6-May-04,May,6,2004,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-04,6-May-04,May,6,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-04,13-May-04,May,13,2004,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-04,14-May-04,May,14,2004,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1-May-04,17-May-04,May,17,2004,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-04,17-May-04,May,17,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-04,19-May-04,May,19,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-04,20-May-04,May,20,2004,Ben S. Bernanke,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-May-04,20-May-04,May,20,2004,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-May-04,20-May-04,May,20,2004,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-May-04,21-May-04,May,21,2004,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-04,22-May-04,May,22,2004,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Jun-04,3-Jun-04,June,3,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-04,4-Jun-04,June,4,2004,Donald L. Kohn,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jun-04,8-Jun-04,June,8,2004,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-04,10-Jun-04,June,10,2004,Mark W. Olson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Jun-04,15-Jun-04,June,15,2004,Mark W. Olson,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Jun-04,21-Jun-04,June,21,2004,Ben S. Bernanke,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Jun-04,22-Jun-04,June,22,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-04,24-Jun-04,June,24,2004,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-Jul-04,7-Jul-04,July,7,2004,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jul-04,15-Jul-04,July,15,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jul-04,16-Jul-04,July,16,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jul-04,21-Jul-04,July,21,2004,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Aug-04,12-Aug-04,August,12,2004,Susan Schmidt Bies,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Aug-04,12-Aug-04,August,12,2004,Edward M. Gramlich,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Aug-04,27-Aug-04,August,27,2004,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-04,10-Sep-04,September,10,2004,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Sep-04,16-Sep-04,September,16,2004,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-04,28-Sep-04,September,28,2004,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
