docId,filename,top topics...,,,,,,,,,,,,,,,
0,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1.txt,3,0.2997347414493560,6,0.20954906940460200,1,0.20092837512493100,8,,,,,,,,
1,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.10.txt,8,0.5525291562080380,9,0.1906614750623700,0,0.08300907909870150,7,,,,,,,,
2,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.100.txt,8,0.20169851183891300,5,0.18046708405017900,9,0.17940552532672900,0,0.17834395170211800,2,0.07324840873479840,1,,,,
3,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1000.txt,3,0.40638527274131800,1,0.30519479513168300,6,,,,,,,,,,
4,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1001.txt,5,0.42259204387664800,1,0.160867378115654,3,0.13363590836525000,7,0.12153302878141400,6,,,,,,
5,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1002.txt,0,0.489716500043869,4,0.19288493692874900,8,0.07281823456287380,6,,,,,,,,
6,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1003.txt,5,0.33590734004974400,0,0.3050193190574650,8,0.11583011597394900,2,,,,,,,,
7,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1004.txt,0,0.30136987566947900,8,0.19835616648197200,7,0.16712328791618300,5,0.11890410631895100,9,,,,,,
8,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1005.txt,0,0.5204248428344730,8,0.12826797366142300,4,0.09477124363183980,1,,,,,,,,
9,C:\Users\Kevin\Dropbox\Fed_Speeches,(1)\May2013Speeches\FedSpeechIndvParsed_20May\parsed.1006.txt,1,0.45151033997535700,9,0.12824589014053300,7,0.11128775775432600,4,0.10174880921840700,3,0.09379968047142030,6,,,,
