docId,filename,top1,top1.prop,top2,top2.prop,top3,top3.prop,top4,top4.prop,top5,top5.prop
201,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.246.txt,4,0.403693944,0,0.269129276,1,0.182058051,2,0.100263849,,
202,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.247.txt,1,0.77908498,4,0.086274512,2,0.05751634,,,,
203,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.248.txt,0,0.433876216,2,0.22149837,4,0.196091205,3,0.097719871,1,0.050814331
204,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.249.txt,1,0.709803939,4,0.168627456,2,0.065359481,,,,
205,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.25.txt,2,0.327345312,4,0.317365259,3,0.166666672,1,0.114770457,0,0.073852293
206,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.250.txt,0,0.667264044,3,0.205495819,,,,,,
207,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.251.txt,1,0.567114115,4,0.177852347,3,0.134228185,0,0.09060403,,
208,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.252.txt,0,0.648630619,3,0.237140954,,,,,,
209,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.253.txt,4,0.357894748,1,0.244736835,3,0.192105263,2,0.118421055,0,0.086842105
210,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.254.txt,1,0.376543224,0,0.259259254,4,0.207070708,2,0.115039282,,
211,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.255.txt,4,0.696575642,2,0.131339401,1,0.095361941,,,,
212,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.256.txt,0,0.637362659,3,0.287087917,,,,,,
213,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.257.txt,4,0.44489795,0,0.209912539,2,0.179008752,3,0.110787176,1,0.055393588
214,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.258.txt,4,0.847493052,2,0.056406684,,,,,,
215,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.259.txt,4,0.323458761,2,0.286629289,0,0.182546034,1,0.140112087,3,0.067253806
216,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.26.txt,4,0.615193009,2,0.264009953,0,0.052303862,,,,
217,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.260.txt,4,0.512091041,2,0.203413934,0,0.145803705,3,0.077524893,1,0.061166428
218,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.261.txt,4,0.821980536,1,0.059530623,0,0.057813395,,,,
219,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.262.txt,1,0.723588049,4,0.143521592,2,0.06245847,,,,
220,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.263.txt,0,0.383438349,3,0.264626473,4,0.184518456,1,0.124212421,,
221,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.264.txt,3,0.86003238,,,,,,,,
222,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.265.txt,1,0.674772024,4,0.158054709,2,0.10942249,,,,
223,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.266.txt,4,0.521711767,2,0.198867217,0,0.113908119,3,0.102580242,1,0.062932663
224,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.267.txt,1,0.616150439,0,0.137168139,2,0.133849561,4,0.082964599,,
225,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.268.txt,3,0.682206154,4,0.148391336,0,0.091267236,2,0.072882466,,
226,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.269.txt,0,0.667972147,1,0.168842465,3,0.060487382,4,0.054830287,,
227,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.27.txt,2,0.556916773,4,0.258295059,3,0.089331292,0,0.054109238,,
228,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.270.txt,4,0.518327951,2,0.223794207,0,0.1073955,3,0.088745981,1,0.061736334
229,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.271.txt,2,0.471917808,0,0.345205486,3,0.078767121,4,0.054109588,1,0.050000001
230,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.272.txt,4,0.627622366,2,0.266899765,,,,,,
231,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.273.txt,2,0.398840576,4,0.397101462,0,0.147246376,,,,
232,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.274.txt,4,0.771958113,0,0.087832391,3,0.062046736,,,,
233,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.275.txt,4,0.573079526,2,0.183548599,0,0.130523458,3,0.059823249,1,0.053025153
234,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.276.txt,3,0.752693713,4,0.123653159,0,0.056439199,2,0.055926114,,
235,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.277.txt,1,0.376357049,4,0.360072374,2,0.121230401,0,0.079010859,3,0.063329309
236,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.278.txt,3,0.46017316,0,0.436363637,2,0.061904762,,,,
237,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.279.txt,0,0.588888884,3,0.24666667,2,0.108888887,,,,
238,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.28.txt,4,0.770032048,2,0.116185896,1,0.066506408,,,,
239,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.280.txt,0,0.528880894,3,0.362454861,2,0.055595666,,,,
240,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.281.txt,0,0.533662498,2,0.278276473,3,0.0964991,,,,
241,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.282.txt,0,0.621052623,1,0.174436092,3,0.130827069,,,,
242,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.283.txt,1,0.54428339,0,0.318035424,2,0.078099839,,,,
243,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.284.txt,0,0.462577969,1,0.448024958,,,,,,
244,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.285.txt,1,0.43359375,3,0.28515625,4,0.1875,0,0.05859375,,
245,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.286.txt,0,0.702719033,3,0.123262838,2,0.095468275,1,0.051963747,,
246,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.287.txt,3,0.863736272,,,,,,,,
247,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.288.txt,0,0.664611578,3,0.13748458,1,0.079531446,4,0.06843403,,
248,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.289.txt,0,0.496503502,1,0.254745245,4,0.118881121,3,0.077922076,2,0.051948052
249,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.29.txt,1,0.406218648,0,0.293881655,4,0.142427281,2,0.098294884,3,0.059177533
250,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.290.txt,1,0.400760442,2,0.215969577,0,0.154372618,4,0.147528514,3,0.081368819
251,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.291.txt,0,0.580808103,1,0.196969703,4,0.095959596,3,0.095959596,,
252,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.292.txt,1,0.411003232,4,0.297734618,2,0.142394826,0,0.079288028,3,0.069579288
253,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.293.txt,3,0.465517253,4,0.16724138,0,0.160344824,2,0.118965514,1,0.087931037
254,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.294.txt,2,0.65473491,3,0.151789755,4,0.108744904,0,0.066606253,,
255,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.295.txt,4,0.841234863,2,0.055678058,,,,,,
256,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.296.txt,4,0.427516788,2,0.313422829,3,0.125503361,0,0.087248325,,
257,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.297.txt,2,0.504918039,1,0.167213112,0,0.154098362,4,0.137704924,,
258,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.298.txt,1,0.43264249,4,0.290155441,2,0.126943007,0,0.080310881,3,0.069948189
259,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.299.txt,0,0.656228721,2,0.149081007,1,0.083049692,4,0.075561605,,
260,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.3.txt,3,0.736077487,0,0.170298621,4,0.050847456,,,,
261,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.30.txt,1,0.534510434,4,0.253611565,0,0.086677365,3,0.067415729,2,0.057784911
262,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.300.txt,1,0.628368795,0,0.140425533,2,0.126241133,4,0.063829787,,
263,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.301.txt,4,0.706722677,2,0.14705883,1,0.06806723,0,0.055462185,,
264,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.302.txt,1,0.731884062,2,0.110305957,0,0.076489531,,,,
265,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.303.txt,0,0.778556406,3,0.08479327,2,0.073580936,,,,
266,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.304.txt,3,0.445644587,0,0.326132417,2,0.160975605,,,,
267,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.305.txt,0,0.492358804,3,0.318272412,1,0.115614615,2,0.052491695,,
268,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.306.txt,0,0.486255914,2,0.283412308,4,0.0985782,3,0.072037913,1,0.05971564
269,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.307.txt,0,0.649122834,2,0.151147097,1,0.090418354,4,0.069500677,,
270,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.308.txt,2,0.390499353,3,0.209650278,1,0.201982424,0,0.12137647,4,0.07649149
271,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.309.txt,2,0.42740047,4,0.23302108,0,0.180327863,1,0.100702576,3,0.058548011
272,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.31.txt,4,0.589725018,2,0.198986977,0,0.098408103,3,0.063675836,,
273,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.310.txt,3,0.743865967,4,0.143028125,2,0.067624174,,,,
274,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.311.txt,1,0.676757813,0,0.147460938,2,0.087890625,4,0.053710938,,
275,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.312.txt,0,0.712737143,2,0.122628726,3,0.110433601,,,,
276,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.313.txt,2,0.431034476,0,0.289655179,3,0.120689653,4,0.117241383,,
277,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.314.txt,3,0.911201954,,,,,,,,
278,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.315.txt,0,0.615317643,3,0.172323763,2,0.123585723,1,0.072236724,,
279,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.316.txt,1,0.750991285,2,0.104678825,4,0.093576528,,,,
280,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.317.txt,4,0.717458367,2,0.119062304,0,0.072794572,1,0.068476252,,
281,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.318.txt,4,0.640408456,2,0.227571115,1,0.062727936,0,0.055433989,,
282,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.319.txt,0,0.53125,3,0.25,1,0.153044865,2,0.052083332,,
283,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.32.txt,0,0.319170982,3,0.294300526,1,0.230051816,4,0.084974095,2,0.071502589
284,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.320.txt,0,0.589545846,3,0.168808907,2,0.142245069,1,0.083976008,,
285,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.321.txt,0,0.677925229,2,0.13510254,4,0.102533169,3,0.051869724,,
286,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.322.txt,4,0.685094476,2,0.181945413,1,0.062281314,,,,
287,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.323.txt,1,0.685552418,2,0.137393773,4,0.094900846,,,,
288,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.324.txt,4,0.619458139,2,0.160714284,0,0.104679801,1,0.08374384,,
289,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.325.txt,4,0.426841587,2,0.309788078,1,0.147325933,0,0.082744703,,
290,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.326.txt,0,0.524999976,3,0.31812501,2,0.0625,,,,
291,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.327.txt,1,0.419330865,4,0.356877327,2,0.121189594,0,0.074349441,,
292,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.328.txt,0,0.70380193,2,0.133510172,3,0.073386386,,,,
293,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.329.txt,4,0.499045193,2,0.160407379,1,0.146403566,0,0.138128579,3,0.056015275
294,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.33.txt,4,0.64835757,2,0.138933763,0,0.126009688,,,,
295,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.330.txt,0,0.538647354,1,0.226247981,4,0.098228663,3,0.090982288,,
296,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.331.txt,4,0.397035867,0,0.324492991,3,0.11154446,2,0.109204367,1,0.057722308
297,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.332.txt,1,0.636007845,4,0.222113505,2,0.078277886,,,,
298,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.333.txt,2,0.413793117,0,0.332123399,4,0.178765878,1,0.058983665,,
299,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.334.txt,4,0.656544507,2,0.161256552,0,0.070157066,3,0.056544501,1,0.055497382
300,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.335.txt,1,0.725978673,0,0.080664292,2,0.075919338,4,0.069988139,,
301,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.336.txt,0,0.452654243,4,0.329985648,2,0.095408894,3,0.077474892,,
302,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.337.txt,4,0.441278666,2,0.305767894,1,0.164697707,0,0.058373872,,
303,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.338.txt,4,0.48713693,2,0.22987552,0,0.139419094,3,0.082987554,1,0.060580913
304,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.339.txt,1,0.60649085,3,0.162271813,0,0.129817441,2,0.07707911,,
305,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.34.txt,2,0.492975742,4,0.212643683,0,0.166028097,1,0.086206898,,
306,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.340.txt,1,0.610526323,3,0.127819553,4,0.120300755,2,0.096240602,,
307,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.341.txt,1,0.677224755,4,0.180995479,2,0.07692308,,,,
308,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.342.txt,4,0.511363626,2,0.233766228,1,0.189123377,,,,
309,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.343.txt,4,0.631578922,0,0.148227707,1,0.111707844,2,0.0773362,,
310,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.344.txt,4,0.628751993,1,0.129541859,2,0.105845183,0,0.08530806,3,0.050552923
311,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.345.txt,4,0.831585824,2,0.076015726,,,,,,
312,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.346.txt,4,0.584606349,2,0.176263213,1,0.117508814,0,0.069917746,3,0.051703878
313,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.347.txt,4,0.751973689,2,0.096052632,1,0.078289472,0,0.061842106,,
314,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.348.txt,3,0.487025946,0,0.201596811,4,0.131736532,2,0.095808387,1,0.083832338
315,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.349.txt,4,0.6842857,1,0.108571425,2,0.095714286,0,0.088571429,,
316,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.35.txt,3,0.7286219,0,0.213074207,,,,,,
317,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.350.txt,1,0.525547445,0,0.32390511,4,0.052919708,3,0.05018248,,
318,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.351.txt,0,0.488448858,3,0.299009889,2,0.163036302,,,,
319,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.352.txt,2,0.451688915,0,0.296150833,4,0.15868029,1,0.073841318,,
320,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.353.txt,2,0.271551728,0,0.24568966,4,0.230603442,3,0.142241374,1,0.109913796
321,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.354.txt,0,0.342604309,4,0.273072064,2,0.21238938,1,0.135271803,,
322,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.355.txt,4,0.666666687,2,0.145903483,1,0.08024691,0,0.072390571,,
323,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.356.txt,4,0.575438619,2,0.276608199,0,0.075438596,,,,
324,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.357.txt,2,0.38154614,4,0.343308389,1,0.225270152,,,,
325,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.358.txt,4,0.395458847,2,0.29990539,0,0.15799433,1,0.127719969,,
326,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.359.txt,4,0.790293574,2,0.110245652,,,,,,
327,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.36.txt,2,0.449525446,4,0.369283855,0,0.104400344,1,0.05953408,,
328,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.360.txt,3,0.467654973,2,0.222371966,1,0.134770885,0,0.099730462,4,0.075471699
329,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.361.txt,3,0.543859661,2,0.224880382,0,0.12025518,4,0.071451358,,
330,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.362.txt,1,0.62816453,3,0.107594937,0,0.091772154,2,0.090189874,4,0.082278483
331,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.363.txt,1,0.478995651,0,0.186383396,3,0.162723318,4,0.097537421,2,0.074360214
332,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.364.txt,3,0.442665666,2,0.365599394,4,0.124348477,,,,
333,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.365.txt,1,0.725450873,0,0.098196395,4,0.085504346,2,0.059452239,,
334,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.366.txt,0,0.694037139,3,0.16715543,4,0.074291304,,,,
335,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.367.txt,0,0.714528441,3,0.110450298,4,0.085811384,,,,
336,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.368.txt,0,0.473949581,1,0.350420177,4,0.086554624,,,,
337,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.369.txt,1,0.609297752,0,0.207715139,3,0.087042533,,,,
338,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.37.txt,4,0.562663853,2,0.183534354,0,0.125852123,1,0.092815943,,
339,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.370.txt,4,0.838557065,2,0.086339444,,,,,,
340,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.371.txt,3,0.486080587,2,0.259340674,0,0.167032972,4,0.053479854,,
341,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.372.txt,0,0.593208611,3,0.192654192,4,0.093555093,2,0.080388084,,
342,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.373.txt,0,0.614946604,3,0.221352309,2,0.093238436,,,,
343,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.374.txt,3,0.541751504,0,0.207739308,2,0.14358452,4,0.094704688,,
344,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.375.txt,4,0.511074662,0,0.19031994,1,0.160787538,2,0.111566857,,
345,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.376.txt,1,0.672222197,0,0.14938271,2,0.074074075,3,0.053086419,4,0.051234569
346,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.377.txt,3,0.385365844,0,0.170731708,2,0.165853664,4,0.160975605,1,0.117073171
347,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.378.txt,1,0.760855496,4,0.088788077,2,0.086843811,0,0.051198963,,
348,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.379.txt,2,0.413043469,0,0.31811595,4,0.217391297,,,,
349,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.38.txt,4,0.5992167,2,0.198433414,1,0.085509136,0,0.081592686,,
350,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.380.txt,2,0.455093086,4,0.337349385,3,0.084884994,0,0.066265061,1,0.056407448
351,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.381.txt,3,0.471177071,2,0.321021736,0,0.138419047,,,,
352,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.382.txt,0,0.674386919,2,0.151226163,3,0.13760218,,,,
353,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.383.txt,1,0.698945343,2,0.118887827,0,0.081495687,4,0.062320229,,
354,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.384.txt,4,0.418082535,2,0.24939321,1,0.172330096,3,0.080703884,0,0.079490289
355,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.385.txt,0,0.407681614,3,0.329939842,2,0.182785749,1,0.050439611,,
356,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.386.txt,3,0.763636351,0,0.103557311,4,0.066403165,,,,
357,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.387.txt,3,0.757623911,0,0.118805587,2,0.062261753,,,,
358,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.388.txt,2,0.558893263,1,0.163636357,4,0.146245062,3,0.065612651,0,0.065612651
359,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.389.txt,4,0.623015881,2,0.178004533,0,0.100340135,1,0.080498867,,
360,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.39.txt,0,0.476459503,3,0.241054609,2,0.145009413,1,0.075329565,4,0.062146891
361,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.390.txt,4,0.573688567,2,0.249375522,0,0.082431309,,,,
362,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.391.txt,3,0.616216242,2,0.169729725,4,0.10216216,0,0.084864862,,
363,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.392.txt,0,0.454577208,2,0.211390629,1,0.174004197,3,0.112508737,,
364,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.393.txt,0,0.309278339,1,0.269759446,2,0.162084758,4,0.159221083,3,0.099656358
365,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.394.txt,0,0.515457809,3,0.294887036,1,0.09988109,2,0.077288941,,
366,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.395.txt,0,0.446826756,1,0.379073769,2,0.077186964,3,0.072898798,,
367,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.396.txt,0,0.480815351,2,0.267386079,4,0.145683452,3,0.058153477,,
368,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.397.txt,4,0.309741259,1,0.30289194,0,0.189497724,2,0.150684938,,
369,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.398.txt,3,0.797061503,0,0.072543621,4,0.062442608,,,,
370,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.399.txt,3,0.792915523,4,0.079359673,0,0.054836512,2,0.054155312,,
371,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.4.txt,2,0.335555553,1,0.264444441,4,0.194444448,0,0.147777781,3,0.057777777
372,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.40.txt,1,0.371910125,4,0.326404482,2,0.183146074,0,0.083146065,,
373,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.400.txt,1,0.63626945,4,0.134715021,3,0.086010359,2,0.082901552,0,0.060103629
374,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.401.txt,1,0.604332924,0,0.167616874,2,0.111744583,4,0.096921325,,
375,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.402.txt,0,0.639534891,4,0.122621566,1,0.122621566,3,0.058139537,2,0.057082452
376,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.403.txt,0,0.308843523,1,0.282993197,4,0.22857143,2,0.13333334,,
377,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.404.txt,4,0.85339278,,,,,,,,
378,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.405.txt,0,0.427914113,1,0.163343564,2,0.152607366,4,0.146472394,3,0.109662578
379,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.406.txt,4,0.777277827,1,0.073115863,2,0.071991004,,,,
380,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.407.txt,0,0.581203282,3,0.272906005,4,0.067636646,1,0.050334252,,
381,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.408.txt,1,0.406045765,0,0.184640527,4,0.183823526,2,0.149509802,3,0.075980395
382,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.409.txt,4,0.730558574,3,0.103504926,2,0.085980281,0,0.050930995,,
383,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.41.txt,0,0.488054603,1,0.170648471,2,0.162116036,4,0.144197956,,
384,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.410.txt,4,0.926960766,,,,,,,,
385,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.411.txt,2,0.435682327,4,0.381431758,0,0.119127519,,,,
386,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.412.txt,2,0.411347508,1,0.212765962,4,0.177304968,0,0.141843975,3,0.056737587
387,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.413.txt,3,0.239852399,0,0.230012298,1,0.225092247,4,0.189421892,2,0.115621157
388,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.414.txt,0,0.565079391,3,0.18650794,2,0.138888896,1,0.078571431,,
389,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.415.txt,4,0.828836441,1,0.059865091,,,,,,
390,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.416.txt,3,0.535449743,2,0.223633155,0,0.168959439,,,,
391,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.417.txt,3,0.654980063,1,0.125099599,0,0.090836652,2,0.077290833,4,0.05179283
392,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.418.txt,4,0.880167186,,,,,,,,
393,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.419.txt,1,0.579820335,4,0.222529367,2,0.080856949,0,0.071872838,,
394,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.42.txt,1,0.616541326,4,0.189044043,3,0.078410313,0,0.071965627,,
395,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.420.txt,4,0.921156347,,,,,,,,
396,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.421.txt,3,0.432058036,2,0.280342996,0,0.211741418,4,0.059366755,,
397,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.422.txt,1,0.715083778,0,0.128491625,4,0.094040968,,,,
398,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.423.txt,4,0.771246433,1,0.124645889,,,,,,
399,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.424.txt,4,0.769740164,2,0.096281201,0,0.071828835,,,,
400,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.425.txt,3,0.684210539,2,0.171052635,4,0.118421055,,,,
401,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.426.txt,2,0.257923484,0,0.245901644,4,0.219672129,1,0.155191258,3,0.121311478
402,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.427.txt,3,0.742076516,0,0.117668487,2,0.079781421,,,,
403,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.428.txt,4,0.871511042,1,0.078922041,,,,,,
404,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.429.txt,4,0.877318144,1,0.057061341,,,,,,
