docId,filename,top1,top1.prop,top2,top2.prop,top3,top3.prop,top4,top4.prop,top5,top5.prop
405,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.43.txt,4,0.738317728,2,0.108811751,0,0.082777038,1,0.054072097,,
406,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.430.txt,1,0.741721869,0,0.082119204,4,0.067549668,3,0.059602648,,
407,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.431.txt,3,0.532812476,0,0.190624997,4,0.131249994,2,0.115625001,,
408,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.432.txt,1,0.696341455,4,0.102439024,2,0.089024387,3,0.074390247,,
409,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.433.txt,3,0.516902924,0,0.351145029,1,0.061068702,,,,
410,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.434.txt,1,0.612160563,4,0.190672964,2,0.128689498,0,0.055489965,,
411,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.435.txt,0,0.608548939,3,0.286839157,2,0.062992126,,,,
412,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.436.txt,1,0.665127039,4,0.125866055,2,0.117782913,0,0.070438802,,
413,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.437.txt,3,0.669230759,0,0.172189355,1,0.065680474,4,0.063905329,,
414,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.438.txt,3,0.662662327,2,0.182142854,0,0.114285715,,,,
415,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.439.txt,0,0.594401777,2,0.237102091,3,0.060922064,1,0.058177825,,
416,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.44.txt,1,0.645589411,3,0.115534738,2,0.1108509,4,0.094457455,,
417,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.440.txt,4,0.551042199,2,0.16835916,0,0.165152326,1,0.090326026,,
418,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.441.txt,1,0.480651736,3,0.183299392,0,0.138492867,4,0.11201629,2,0.085539714
419,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.442.txt,1,0.684027791,4,0.125868052,2,0.114583336,,,,
420,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.443.txt,3,0.676290452,0,0.12510936,2,0.100612424,4,0.057742782,,
421,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.444.txt,3,0.845104337,4,0.056179777,,,,,,
422,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.445.txt,3,0.733110368,0,0.102341138,2,0.084280938,,,,
423,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.446.txt,1,0.493374914,4,0.190958694,2,0.151987523,0,0.111457519,3,0.052221358
424,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.447.txt,4,0.422222227,2,0.222222224,1,0.177777782,3,0.088888891,0,0.088888891
425,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.448.txt,0,0.622700572,3,0.227005869,1,0.09432485,,,,
426,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.449.txt,0,0.696909249,3,0.108673975,2,0.094715856,1,0.050847456,,
427,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.45.txt,3,0.536182344,0,0.259259254,2,0.106552705,4,0.055270657,,
428,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.450.txt,4,0.901688755,,,,,,,,
429,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.451.txt,1,0.582486331,0,0.268960118,3,0.083659105,2,0.050820954,,
430,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.452.txt,0,0.778588831,2,0.120681264,,,,,,
431,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.453.txt,0,0.582491577,3,0.22053872,2,0.095959596,1,0.077441074,,
432,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.454.txt,4,0.788540244,1,0.12278308,2,0.059345156,,,,
433,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.455.txt,4,0.831802785,0,0.06766554,,,,,,
434,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.456.txt,0,0.699567735,1,0.091498561,2,0.08357349,4,0.071325645,3,0.054034583
435,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.457.txt,3,0.826743364,2,0.078720346,4,0.055715311,,,,
436,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.458.txt,3,0.443754852,0,0.274243593,2,0.177269205,4,0.078743212,,
437,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.459.txt,3,0.620355427,2,0.277867526,,,,,,
438,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.46.txt,0,0.48254931,1,0.311077386,4,0.106221549,3,0.065250382,,
439,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.460.txt,0,0.61411202,1,0.144110024,3,0.105441496,4,0.071158059,2,0.065178394
440,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.461.txt,0,0.513543367,3,0.406301826,2,0.058043119,,,,
441,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.462.txt,0,0.680799544,3,0.107813448,1,0.089642644,2,0.088431254,,
442,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.463.txt,0,0.750465572,2,0.121042833,,,,,,
443,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.464.txt,3,0.613354862,2,0.280560046,,,,,,
444,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.465.txt,0,0.657216489,2,0.148840204,4,0.068943299,1,0.06507732,3,0.05992268
445,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.466.txt,4,0.883292377,,,,,,,,
446,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.467.txt,4,0.479101121,2,0.346516848,0,0.071011238,1,0.061123595,,
447,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.468.txt,0,0.620195925,1,0.241145447,4,0.067068577,,,,
448,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.469.txt,3,0.840496659,0,0.106017195,,,,,,
449,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.47.txt,3,0.460044801,2,0.274831951,0,0.13144137,4,0.088872291,,
450,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.470.txt,1,0.437901497,0,0.341541767,2,0.152034268,,,,
451,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.471.txt,0,0.716588676,3,0.178887159,2,0.063962556,,,,
452,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.472.txt,4,0.692110896,2,0.177398726,1,0.051599149,,,,
453,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.473.txt,0,0.450257927,3,0.226971254,2,0.197494477,4,0.063006632,1,0.062269714
454,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.474.txt,0,0.532103837,2,0.194672137,1,0.131147534,3,0.112704918,,
455,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.475.txt,2,0.266497463,4,0.248730958,1,0.218274117,0,0.205583751,3,0.060913704
456,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.476.txt,0,0.65208745,4,0.127236575,1,0.116302185,3,0.062624253,,
457,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.477.txt,0,0.342301935,2,0.272047818,1,0.19730942,4,0.11210762,3,0.076233186
458,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.478.txt,3,0.421145052,2,0.298208654,0,0.203723222,4,0.050579559,,
459,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.479.txt,0,0.64662832,2,0.194458961,3,0.090956613,,,,
460,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.48.txt,3,0.523421586,0,0.398676157,,,,,,
461,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.480.txt,0,0.60237658,1,0.244058505,3,0.063985378,,,,
462,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.481.txt,4,0.365517229,1,0.23054187,0,0.200000003,2,0.167487681,,
463,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.482.txt,0,0.670468926,1,0.228136882,,,,,,
464,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.483.txt,0,0.514563084,3,0.368932039,2,0.080906145,,,,
465,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.484.txt,3,0.485818177,1,0.200000003,0,0.128727272,4,0.121454544,2,0.064000003
466,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.485.txt,3,0.522693992,1,0.282576859,0,0.105417274,2,0.057101026,,
467,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.486.txt,3,0.8125,1,0.065789476,4,0.0625,,,,
468,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.487.txt,0,0.695025206,1,0.126892567,3,0.109228551,,,,
469,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.488.txt,0,0.717108667,3,0.20176807,,,,,,
470,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.489.txt,3,0.396401972,0,0.254962772,2,0.25,1,0.057071961,,
471,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.49.txt,4,0.712727249,2,0.171818182,0,0.074545458,,,,
472,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.490.txt,1,0.555023909,2,0.181818187,3,0.105263159,0,0.081339709,4,0.076555021
473,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.491.txt,0,0.606159866,1,0.133027524,2,0.123853214,3,0.123197906,,
474,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.492.txt,3,0.744966447,2,0.16743201,,,,,,
475,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.493.txt,0,0.353561997,4,0.245382592,2,0.221635878,1,0.142480209,,
476,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.494.txt,1,0.597275198,0,0.143869206,2,0.126430511,4,0.103542231,,
477,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.495.txt,0,0.49037987,3,0.443019241,,,,,,
478,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.496.txt,0,0.490181804,2,0.20145455,1,0.13454546,3,0.118545458,4,0.055272728
479,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.497.txt,0,0.743378997,2,0.12602739,3,0.073059358,,,,
480,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.498.txt,0,0.497782171,3,0.42779693,,,,,,
481,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.499.txt,4,0.810677409,1,0.101839393,,,,,,
482,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.5.txt,1,0.492276013,0,0.213182285,2,0.139031932,4,0.117404737,,
483,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.50.txt,1,0.441549778,4,0.308617234,2,0.169004679,,,,
484,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.500.txt,2,0.414225936,1,0.22594142,4,0.209205016,3,0.117154814,,
485,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.501.txt,4,0.674589455,2,0.207000867,1,0.072169401,,,,
486,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.502.txt,0,0.815023482,3,0.097652584,,,,,,
487,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.503.txt,3,0.527443111,1,0.158634543,4,0.122489959,2,0.10040161,0,0.091030791
488,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.504.txt,0,0.725831985,3,0.097200215,2,0.094558902,,,,
489,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.505.txt,4,0.483682007,1,0.261924684,2,0.11297071,0,0.108786613,,
490,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.506.txt,4,0.756132782,2,0.153679654,,,,,,
491,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.507.txt,1,0.506437778,0,0.321888417,4,0.075107299,3,0.06223176,,
492,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.508.txt,0,0.710046828,3,0.195731387,2,0.066631965,,,,
493,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.509.txt,2,0.402161539,4,0.308304906,3,0.215017065,0,0.059726961,,
494,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.51.txt,0,0.358371049,4,0.326696843,1,0.1402715,2,0.133936659,,
495,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.510.txt,4,0.83088237,1,0.090073526,,,,,,
496,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.511.txt,4,0.899191618,,,,,,,,
497,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.512.txt,3,0.759404719,2,0.103348494,0,0.086812735,,,,
498,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.513.txt,1,0.645645618,4,0.156156152,2,0.09309309,3,0.060060062,,
499,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.514.txt,0,0.601036251,2,0.160621762,4,0.126943007,1,0.088082902,,
500,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.515.txt,1,0.730974615,4,0.096128173,0,0.081441924,2,0.066755675,,
501,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.516.txt,1,0.354166657,0,0.226190478,3,0.15773809,4,0.142857149,2,0.119047619
502,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.517.txt,4,0.780287445,1,0.079397671,3,0.074606434,,,,
503,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.518.txt,3,0.499733329,0,0.414400011,,,,,,
504,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.519.txt,0,0.632490039,2,0.15046604,3,0.127829567,,,,
505,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.52.txt,1,0.642857134,2,0.1448787,0,0.113881402,4,0.068733156,,
506,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.520.txt,4,0.739868045,1,0.147031099,2,0.065032989,,,,
507,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.521.txt,0,0.547480643,1,0.243217051,3,0.140503883,,,,
508,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.522.txt,0,0.42778188,3,0.239130437,2,0.201179072,1,0.06779661,4,0.064112015
509,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.523.txt,4,0.827174544,1,0.079022169,,,,,,
510,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.524.txt,0,0.521450162,3,0.181873113,4,0.150453165,1,0.073716015,2,0.072507553
511,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.525.txt,0,0.68806237,1,0.092381522,3,0.08818236,2,0.076784641,4,0.054589082
512,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.526.txt,0,0.329551905,4,0.268292695,2,0.170164496,1,0.140102103,3,0.091888823
513,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.527.txt,4,0.704892993,1,0.142201841,2,0.079510704,0,0.050968401,,
514,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.528.txt,0,0.565710485,3,0.229486331,2,0.112741828,1,0.066044033,,
515,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.529.txt,4,0.715377271,1,0.164278895,0,0.062082138,,,,
516,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.53.txt,0,0.429892153,2,0.305084735,4,0.171032354,3,0.061633281,,
517,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.530.txt,0,0.434889436,3,0.206388205,4,0.200245693,1,0.106879607,2,0.051597051
518,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.531.txt,0,0.80600214,1,0.099678457,3,0.050375134,,,,
519,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.532.txt,1,0.748387098,0,0.080645159,2,0.077419356,4,0.064516127,,
520,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.533.txt,3,0.653044224,0,0.286071718,,,,,,
521,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.534.txt,4,0.666935503,2,0.133064523,1,0.112096772,3,0.050000001,,
522,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.535.txt,0,0.293795615,4,0.268856436,2,0.19038929,3,0.138686135,1,0.108272508
523,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.536.txt,4,0.828911245,1,0.056724612,,,,,,
524,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.537.txt,4,0.477424145,2,0.248704657,0,0.144337535,1,0.100666173,,
525,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.538.txt,0,0.629893243,1,0.16065073,3,0.143365532,,,,
526,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.539.txt,0,0.624153078,3,0.148664802,1,0.13312076,2,0.055400558,,
527,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.54.txt,0,0.495896041,1,0.362517089,4,0.088919289,,,,
528,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.540.txt,3,0.74327302,2,0.155712396,,,,,,
529,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.541.txt,3,0.450980395,2,0.235294119,0,0.191721126,4,0.063180827,1,0.05882353
530,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.542.txt,3,0.736449838,2,0.097560972,0,0.087398373,4,0.059620596,,
531,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.543.txt,3,0.780196965,4,0.074131675,2,0.069466047,1,0.050285123,,
532,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.544.txt,0,0.428512901,3,0.33387956,2,0.14789021,4,0.065956578,,
533,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.545.txt,3,0.491729319,2,0.33157894,0,0.097744361,4,0.053383458,,
534,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.546.txt,0,0.865367591,3,0.062887512,,,,,,
535,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.547.txt,0,0.44961977,1,0.349809885,2,0.1539924,,,,
536,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.548.txt,0,0.520252347,3,0.393094301,2,0.057436921,,,,
537,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.549.txt,4,0.85732007,2,0.062655084,,,,,,
538,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.55.txt,0,0.487868279,3,0.366551131,2,0.098786831,,,,
539,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.550.txt,3,0.316352516,0,0.258787572,2,0.166072339,1,0.141110539,4,0.117677025
540,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.551.txt,0,0.693813145,3,0.134469703,1,0.082702018,2,0.058080807,,
541,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.552.txt,3,0.668331683,0,0.215784222,2,0.071928069,,,,
542,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.553.txt,4,0.707833469,2,0.155257583,1,0.074100211,,,,
543,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.554.txt,0,0.641921401,3,0.239446864,2,0.069868997,,,,
544,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.555.txt,4,0.704160273,2,0.16718027,3,0.052388288,,,,
545,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.556.txt,0,0.75718534,3,0.089197226,2,0.06342914,4,0.061446976,,
546,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.557.txt,3,0.810887218,4,0.083068222,,,,,,
547,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.558.txt,4,0.733264148,2,0.146341458,,,,,,
548,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.559.txt,2,0.505655348,4,0.227544904,3,0.178310052,,,,
549,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.56.txt,2,0.494382024,4,0.300873905,3,0.107365794,0,0.053682897,,
550,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.560.txt,4,0.307610989,1,0.283298105,3,0.245243132,2,0.093023255,0,0.070824526
551,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.561.txt,0,0.603598356,3,0.266976207,1,0.069065586,,,,
552,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.562.txt,3,0.682284057,2,0.109809667,0,0.093704246,4,0.081259154,,
553,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.563.txt,3,0.597774923,0,0.20154044,2,0.151476249,,,,
554,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.564.txt,0,0.462805539,1,0.23857598,2,0.140807658,3,0.095111586,4,0.062699258
555,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.565.txt,0,0.699297786,3,0.222222224,,,,,,
556,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.566.txt,3,0.594779611,0,0.221223786,2,0.144201964,,,,
557,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.567.txt,0,0.771111131,2,0.088148147,3,0.074814811,,,,
558,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.568.txt,0,0.631299734,3,0.118832894,1,0.104509287,2,0.073209547,4,0.072148539
559,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.569.txt,3,0.502340078,4,0.182527304,1,0.145085797,2,0.137285486,,
560,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.57.txt,4,0.722875834,2,0.132679746,0,0.073202617,,,,
561,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.570.txt,3,0.458546162,0,0.343418479,2,0.111984283,,,,
562,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.571.txt,0,0.701363087,3,0.211895913,,,,,,
563,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.572.txt,1,0.267153293,0,0.216058388,2,0.214598536,3,0.151824817,4,0.150364965
564,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.573.txt,0,0.669762015,3,0.174114913,1,0.067904815,2,0.059779454,,
565,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.574.txt,3,0.501040936,0,0.416377515,,,,,,
566,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.575.txt,0,0.722250879,2,0.104801238,3,0.095508516,,,,
567,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.576.txt,0,0.78159821,2,0.092327282,3,0.057306591,,,,
568,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.577.txt,4,0.600709856,1,0.1943212,2,0.125110909,0,0.055900622,,
569,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.578.txt,4,0.861952841,1,0.073232323,,,,,,
570,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.579.txt,1,0.686151087,4,0.150179863,2,0.064748198,0,0.059352517,,
571,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.58.txt,1,0.634328365,4,0.131011605,2,0.107794359,0,0.077114426,,
572,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.580.txt,2,0.430379748,3,0.421003282,0,0.057665259,,,,
573,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.581.txt,4,0.688116252,1,0.198235601,3,0.055526726,,,,
574,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.582.txt,0,0.816194355,3,0.061538462,1,0.052631579,2,0.051012147,,
575,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.583.txt,1,0.547979772,4,0.157828286,0,0.13257575,2,0.13005051,,
576,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.584.txt,0,0.511398673,3,0.391250759,,,,,,
577,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.585.txt,0,0.780024886,2,0.103609212,3,0.062538892,,,,
578,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.586.txt,1,0.41476047,0,0.349158406,2,0.119551145,3,0.061286148,4,0.05524385
579,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.587.txt,0,0.678818643,3,0.205353022,2,0.066451319,,,,
580,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.588.txt,0,0.695477962,1,0.16313681,4,0.060675442,3,0.056096166,,
581,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.589.txt,0,0.576064885,3,0.229208931,2,0.142494932,,,,
582,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.59.txt,4,0.789137363,2,0.115654953,,,,,,
583,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.590.txt,3,0.490026593,4,0.179521278,2,0.164893612,0,0.083111703,1,0.082446806
584,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.591.txt,2,0.596506178,4,0.304218143,0,0.059650619,,,,
585,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.592.txt,0,0.53581214,3,0.205088064,2,0.113111548,1,0.089236788,4,0.056751467
586,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.593.txt,0,0.335526317,4,0.29342106,1,0.211842105,2,0.115789473,,
587,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.594.txt,4,0.854802668,3,0.052866716,,,,,,
588,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.595.txt,4,0.768518507,2,0.098484851,3,0.075757578,,,,
589,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.596.txt,1,0.561317444,4,0.249474421,2,0.121934131,,,,
590,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.597.txt,4,0.881231666,1,0.053519063,,,,,,
591,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.598.txt,2,0.606199205,1,0.137195125,0,0.136178866,4,0.095528454,,
592,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.599.txt,0,0.822057962,3,0.086981237,,,,,,
593,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.6.txt,4,0.653061211,2,0.157596365,0,0.109977327,,,,
594,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.60.txt,0,0.355708539,3,0.305794597,4,0.197934598,1,0.117613308,,
595,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.600.txt,3,0.731530368,0,0.15237467,,,,,,
596,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.601.txt,3,0.697674394,4,0.136877075,0,0.063122921,1,0.053820599,,
597,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.602.txt,4,0.903348565,,,,,,,,
598,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.603.txt,3,0.512849152,0,0.231284916,2,0.166480452,,,,
599,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.604.txt,4,0.33775419,0,0.236074269,1,0.188328907,2,0.16799292,3,0.069849692
600,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.605.txt,1,0.630024612,4,0.174733385,2,0.094339624,3,0.064807221,,
601,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.606.txt,0,0.492378056,2,0.323170722,3,0.094512194,4,0.07164634,,
602,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.607.txt,4,0.679858685,1,0.154063597,2,0.10035336,0,0.050883394,,
603,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.608.txt,4,0.907335937,,,,,,,,
604,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.609.txt,4,0.646393239,1,0.17326732,2,0.108203679,0,0.051626593,,
605,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.61.txt,1,0.685771763,4,0.14127703,2,0.12066365,,,,
606,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.610.txt,2,0.32520324,4,0.276422769,3,0.190687358,0,0.181818187,,
607,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.611.txt,1,0.668452382,4,0.164880946,0,0.069047622,2,0.060119048,,
608,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.612.txt,3,0.458507955,2,0.268231362,4,0.177703276,0,0.083822295,,
609,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.613.txt,0,0.386004508,3,0.379232496,2,0.130173057,4,0.071482316,,
610,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.614.txt,3,0.344117641,0,0.34117648,4,0.17058824,2,0.082352944,1,0.061764706
611,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.615.txt,2,0.388984501,3,0.283132523,4,0.16006884,0,0.136833042,,
612,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.616.txt,4,0.342741936,1,0.2327189,2,0.209101379,0,0.190092161,,
613,C:\Users\Kevin\Desktop\fed.text.parsed\parsed.617.txt,4,0.574022353,2,0.199720666,0,0.093575418,3,0.083798885,,
