full_date,name,SpeechID,Financial.Markets,Macroeconomics,Monetary.Policy,International.Economy,Local.Housing.Dev,Banking.Regulation,,top,max,countzeros,randrange,intruder,206,SpeechID,full_date,name,,,,,
27-Aug-99,Alan Greenspan,163,0.175642088,0.363711685,0.114333056,0.218724117,0,0,,macroecon,0.363711685,2,2,localhousing,,163,27-Aug-99,Alan Greenspan,,,,,
8-Sep-99,Laurence H. Meyer,164,0,0,0.494581699,0,0,0,,,0.494581699,5,2,,,164,8-Sep-99,Laurence H. Meyer,,,,,
8-Sep-99,Alan Greenspan,165,0.084905662,0,0,0.749475896,0,0,,,0.749475896,4,3,,,165,8-Sep-99,Alan Greenspan,,,,,
9-Sep-99,Roger W. Ferguson,166,0.080029368,0.068281941,0.679148316,0.081497796,0,0,,,0.679148316,2,2,,,166,9-Sep-99,Roger W. Ferguson,,,,,
15-Sep-99,Edward M. Gramlich,167,0.078449056,0,0,0.158701539,0.623985589,0,,,0.623985589,3,2,,,167,15-Sep-99,Edward M. Gramlich,,,,,
16-Sep-99,Edward W. Kelley,168,0.373333335,0,0,0.140000001,0.159999996,0.193333328,,,0.373333335,2,1,,,168,16-Sep-99,Edward W. Kelley,,,,,
17-Sep-99,Edward M. Gramlich,169,0.190623075,0,0,0.239975318,0.389882803,0.085749537,,,0.389882803,2,1,,,169,17-Sep-99,Edward M. Gramlich,,,,,
17-Sep-99,Alan Greenspan,170,0.202846974,0.214709371,0,0.272835106,0,0.166073546,,,0.272835106,2,2,,,170,17-Sep-99,Alan Greenspan,,,,,
21-Sep-99,Roger W. Ferguson,171,0,0.255319148,0,0.535904229,0,0,,,0.535904229,4,4,,,171,21-Sep-99,Roger W. Ferguson,,,,,
27-Sep-99,Laurence H. Meyer,172,0,0,0,0,0,0.760189593,,,0.760189593,5,3,,,172,27-Sep-99,Laurence H. Meyer,,,,,
27-Sep-99,Alan Greenspan,173,0.442577034,0,0,0.282913178,0,0.12114846,,,0.442577034,3,2,,,173,27-Sep-99,Alan Greenspan,,,,,
28-Sep-99,Roger W. Ferguson,174,0.334454924,0,0,0,0.171601608,0.308209956,,,0.334454924,3,3,,,174,28-Sep-99,Roger W. Ferguson,,,,,
30-Sep-99,Alan Greenspan,175,0,0,0,0.697876453,0,0,,,0.697876453,5,5,,,175,30-Sep-99,Alan Greenspan,,,,,
1-Oct-99,Laurence H. Meyer,176,0.318040907,0,0,0.119652823,0,0.435213894,,,0.435213894,3,1,,,176,1-Oct-99,Laurence H. Meyer,,,,,
6-Oct-99,Roger W. Ferguson,177,0.349714279,0,0,0,0.169142857,0.306285709,,,0.349714279,3,1,,,177,6-Oct-99,Roger W. Ferguson,,,,,
11-Oct-99,Alan Greenspan,178,0.089219332,0,0,0,0,0.791821539,,,0.791821539,4,2,,,178,11-Oct-99,Alan Greenspan,,,,,
12-Oct-99,Laurence H. Meyer,179,0.152005985,0.122601546,0.622726142,0,0,0,,,0.622726142,3,1,,,179,12-Oct-99,Laurence H. Meyer,,,,,
14-Oct-99,Alan Greenspan,180,0.204268292,0.269308954,0,0.177845523,0,0.222560972,,,0.269308954,2,1,,,180,14-Oct-99,Alan Greenspan,,,,,
15-Oct-99,Alan Greenspan,181,0.160572335,0.190779015,0,0.338632762,0,0.147853732,,,0.338632762,2,1,,,181,15-Oct-99,Alan Greenspan,,,,,
19-Oct-99,Alan Greenspan,182,0.457492799,0,0,0.254322767,0,0.146974057,,,0.457492799,3,1,,,182,19-Oct-99,Alan Greenspan,,,,,
28-Oct-99,Alan Greenspan,183,0,0.481935918,0,0.397409678,0,0,,,0.481935918,4,4,,,183,28-Oct-99,Alan Greenspan,,,,,
28-Oct-99,Roger W. Ferguson,184,0.184210524,0,0,0,0,0.657163739,,,0.657163739,4,4,,,184,28-Oct-99,Roger W. Ferguson,,,,,
2-Nov-99,Alan Greenspan,185,0,0.393528193,0,0.109603338,0.367432147,0,,,0.393528193,3,3,,,185,2-Nov-99,Alan Greenspan,,,,,
4-Nov-99,Edward M. Gramlich,186,0,0.551640332,0,0.116646416,0.159173757,0,,,0.551640332,3,1,,,186,4-Nov-99,Edward M. Gramlich,,,,,
15-Nov-99,Alan Greenspan,187,0,0,0,0,0,0.714601755,,,0.714601755,5,4,,,187,15-Nov-99,Alan Greenspan,,,,,
30-Nov-99,Laurence H. Meyer,188,0,0.320404708,0.58448565,0,0,0,,,0.58448565,4,2,,,188,30-Nov-99,Laurence H. Meyer,,,,,
15-Dec-99,Laurence H. Meyer,189,0.095884003,0,0,0,0,0.795135617,,,0.795135617,4,2,,,189,15-Dec-99,Laurence H. Meyer,,,,,
7-Jan-00,Roger W. Ferguson,190,0.294117659,0.296866417,0,0.292468399,0,0,,,0.296866417,3,1,,,190,7-Jan-00,Roger W. Ferguson,,,,,
13-Jan-00,Edward M. Gramlich,191,0,0,0.789029539,0.10501641,0,0,,,0.789029539,4,1,,,191,13-Jan-00,Edward M. Gramlich,,,,,
13-Jan-00,Alan Greenspan,192,0,0.424410552,0,0.428109109,0,0,,,0.428109109,4,3,,,192,13-Jan-00,Alan Greenspan,,,,,
14-Jan-00,Laurence H. Meyer,193,0.170428887,0,0,0.085214444,0,0.631489813,,,0.631489813,3,1,,,193,14-Jan-00,Laurence H. Meyer,,,,,
20-Jan-00,Laurence H. Meyer,194,0,0.613435447,0,0,0,0,,,0.613435447,5,1,,,194,20-Jan-00,Laurence H. Meyer,,,,,
3-Feb-00,Laurence H. Meyer,195,0.099458732,0,0,0,0,0.733423531,,,0.733423531,4,2,,,195,3-Feb-00,Laurence H. Meyer,,,,,
17-Feb-00,Roger W. Ferguson,196,0,0.492830187,0.204528302,0.110188678,0,0.082264148,,,0.492830187,2,2,,,196,17-Feb-00,Roger W. Ferguson,,,,,
23-Feb-00,Laurence H. Meyer,197,0.053973902,0.384934753,0.462633461,0,0,0,,,0.462633461,3,3,,,197,23-Feb-00,Laurence H. Meyer,,,,,
25-Feb-00,Laurence H. Meyer,198,0.397830009,0,0,0,0.084388189,0.398432791,,,0.398432791,3,1,,,198,25-Feb-00,Laurence H. Meyer,,,,,
3-Mar-00,Laurence H. Meyer,199,0,0,0.806433737,0,0,0,,,0.806433737,5,4,,,199,3-Mar-00,Laurence H. Meyer,,,,,
6-Mar-00,Roger W. Ferguson,200,0.103977673,0,0,0,0,0.755059302,,,0.755059302,4,1,,,200,6-Mar-00,Roger W. Ferguson,,,,,
6-Mar-00,Alan Greenspan,201,0,0.425484359,0,0.43666169,0,0,,,0.43666169,4,1,,,201,6-Mar-00,Alan Greenspan,,,,,
7-Mar-00,Edward M. Gramlich,202,0,0,0,0,0.464646459,0,,,0.464646459,5,1,,,202,7-Mar-00,Edward M. Gramlich,,,,,
8-Mar-00,Alan Greenspan,203,0.102380954,0,0,0.10873016,0.138095245,0.546825409,,,0.546825409,2,1,,,203,8-Mar-00,Alan Greenspan,,,,,
13-Mar-00,Edward M. Gramlich,204,0,0,0,0.535169363,0,0,,,0.535169363,5,3,,,204,13-Mar-00,Edward M. Gramlich,,,,,
22-Mar-00,Alan Greenspan,205,0,0,0,0.446646333,0.253810972,0,,,0.446646333,4,4,,,205,22-Mar-00,Alan Greenspan,,,,,
30-Mar-00,Edward W. Kelley,206,0.115306124,0.054081634,0,0.541836739,0.075510204,0.159183666,,,0.541836739,1,1,,,206,30-Mar-00,Edward W. Kelley,,,,,
5-Apr-00,Alan Greenspan,207,0.057738572,0.497193277,0,0.316760212,0,0,,,0.497193277,3,2,,,207,5-Apr-00,Alan Greenspan,,,,,
6-Apr-00,Roger W. Ferguson,208,0.1229572,0.154085606,0.07626459,0.337743193,0,0.252140075,,,0.337743193,1,1,,,208,6-Apr-00,Roger W. Ferguson,,,,,
7-Apr-00,Alan Greenspan,209,0,0.345679015,0,0.478395075,0,0,,intecon,0.478395075,4,3,localhousing,,209,7-Apr-00,Alan Greenspan,,,,,
10-Apr-00,Alan Greenspan,210,0.147428572,0,0,0.378285706,0.30514285,0,,,0.378285706,3,3,,,210,10-Apr-00,Alan Greenspan,,,,,
11-Apr-00,Alan Greenspan,211,0,0.155750796,0,0.741214037,0,0,,,0.741214037,4,1,,,211,11-Apr-00,Alan Greenspan,,,,,
12-Apr-00,Laurence H. Meyer,212,0,0.545712948,0,0,0,0,,,0.545712948,5,1,,,212,12-Apr-00,Laurence H. Meyer,,,,,
14-Apr-00,Edward M. Gramlich,213,0.087962963,0,0,0,0.625,0.130401239,,,0.625,3,3,,,213,14-Apr-00,Edward M. Gramlich,,,,,
14-Apr-00,Alan Greenspan,214,0.300185859,0.131970257,0,0.240706325,0,0.255576193,,,0.300185859,2,1,,,214,14-Apr-00,Alan Greenspan,,,,,
17-Apr-00,Edward M. Gramlich,215,0,0,0,0.246017694,0.547787607,0.065486729,,,0.547787607,3,1,,,215,17-Apr-00,Edward M. Gramlich,,,,,
20-Apr-00,Edward M. Gramlich,216,0,0.549813509,0.209376663,0,0,0,,,0.549813509,4,2,,,216,20-Apr-00,Edward M. Gramlich,,,,,
27-Apr-00,Alan Greenspan,217,0,0.20476611,0,0.57634598,0,0,,,0.57634598,4,3,,,217,27-Apr-00,Alan Greenspan,,,,,
4-May-00,Roger W. Ferguson,218,0,0,0,0.244221881,0.426040053,0.144067794,,,0.426040053,3,1,,,218,4-May-00,Roger W. Ferguson,,,,,
4-May-00,Alan Greenspan,219,0.249523804,0.132063493,0,0.086349204,0,0.448253959,,,0.448253959,2,2,,,219,4-May-00,Alan Greenspan,,,,,
9-May-00,Roger W. Ferguson,220,0,0.479224384,0.157894731,0.245152354,0,0,,,0.479224384,3,1,,,220,9-May-00,Roger W. Ferguson,,,,,
11-May-00,Roger W. Ferguson,221,0,0.218931094,0.096587248,0.450740516,0.131358653,0,,,0.450740516,2,2,,,221,11-May-00,Roger W. Ferguson,,,,,
12-May-00,Roger W. Ferguson,222,0.079328753,0.1495042,0.12433257,0.501144171,0,0.090007626,,,0.501144171,1,1,,,222,12-May-00,Roger W. Ferguson,,,,,
18-May-00,Alan Greenspan,223,0,0,0.12315271,0.581280768,0,0.118226603,,,0.581280768,3,2,,,223,18-May-00,Alan Greenspan,,,,,
22-May-00,Roger W. Ferguson,224,0.116171621,0,0,0.063366339,0.279207915,0.458085805,,,0.458085805,2,1,,,224,22-May-00,Roger W. Ferguson,,,,,
25-May-00,Alan Greenspan,225,0.105019309,0.141312748,0,0,0.193822399,0.444015443,,,0.444015443,2,1,,,225,25-May-00,Alan Greenspan,,,,,
26-May-00,Roger W. Ferguson,226,0,0,0,0,0,0.874209404,,,0.874209404,5,1,,,226,26-May-00,Roger W. Ferguson,,,,,
31-May-00,Laurence H. Meyer,227,0,0,0,0,0,0.790491104,,,0.790491104,5,2,,,227,31-May-00,Laurence H. Meyer,,,,,
1-Jun-00,Laurence H. Meyer,228,0.095989481,0,0,0,0,0.762656152,,,0.762656152,4,2,,,228,1-Jun-00,Laurence H. Meyer,,,,,
6-Jun-00,Laurence H. Meyer,229,0,0.537782133,0.332679093,0,0,0,,,0.537782133,4,4,,,229,6-Jun-00,Laurence H. Meyer,,,,,
13-Jun-00,Alan Greenspan,230,0,0.429371506,0,0.357187301,0,0.111387677,,,0.429371506,3,3,,,230,13-Jun-00,Alan Greenspan,,,,,
11-Jul-00,Alan Greenspan,231,0,0,0,0.725650549,0,0,,intecon,0.725650549,5,2,macroeconomics,,231,11-Jul-00,Alan Greenspan,,,,,
12-Jul-00,Alan Greenspan,232,0.477434665,0,0,0.276326209,0,0.108471893,,,0.477434665,3,2,,,232,12-Jul-00,Alan Greenspan,,,,,
25-Aug-00,Alan Greenspan,233,0.073788546,0.205947131,0,0.604625523,0,0,,,0.604625523,3,1,,,233,25-Aug-00,Alan Greenspan,,,,,
31-Aug-00,Laurence H. Meyer,234,0.152983174,0,0,0.113207549,0,0.597654283,,,0.597654283,3,1,,,234,31-Aug-00,Laurence H. Meyer,,,,,
15-Sep-00,Roger W. Ferguson,235,0,0.170153424,0,0.082984656,0.610181332,0,,,0.610181332,3,3,,,235,15-Sep-00,Roger W. Ferguson,,,,,
18-Sep-00,Alan Greenspan,236,0.24171029,0,0,0.290575922,0,0.32373473,,,0.32373473,3,2,,,236,18-Sep-00,Alan Greenspan,,,,,
11-Oct-00,Roger W. Ferguson,237,0,0,0,0.252976179,0.442708343,0.121279761,,,0.442708343,3,3,,,237,11-Oct-00,Roger W. Ferguson,,,,,
16-Oct-00,Alan Greenspan,238,0.377835959,0.089877836,0.066317625,0.23734729,0,0.173647463,,,0.377835959,1,1,,,238,16-Oct-00,Alan Greenspan,,,,,
19-Oct-00,Alan Greenspan,239,0,0.511558533,0,0.275167793,0,0,,,0.511558533,4,1,,,239,19-Oct-00,Alan Greenspan,,,,,
19-Oct-00,Laurence H. Meyer,240,0,0,0.481274068,0,0,0,,,0.481274068,5,1,,,240,19-Oct-00,Laurence H. Meyer,,,,,
19-Oct-00,Roger W. Ferguson,241,0,0,0,0.106780984,0.696804345,0,,,0.696804345,4,4,,,241,19-Oct-00,Roger W. Ferguson,,,,,
20-Oct-00,Roger W. Ferguson,242,0,0,0,0.265440196,0.147831798,0.496057808,,,0.496057808,3,2,,,242,20-Oct-00,Roger W. Ferguson,,,,,
24-Oct-00,Laurence H. Meyer,243,0,0,0.626812339,0.108838134,0,0.124329694,,,0.626812339,3,2,,,243,24-Oct-00,Laurence H. Meyer,,,,,
31-Oct-00,Roger W. Ferguson,244,0,0.413857669,0,0,0.304619223,0.098626718,,,0.413857669,3,3,,,244,31-Oct-00,Roger W. Ferguson,,,,,
14-Nov-00,Alan Greenspan,245,0,0.220394731,0,0.581140339,0,0,,,0.581140339,4,1,,,245,14-Nov-00,Alan Greenspan,,,,,
20-Nov-00,Alan Greenspan,246,0.084432721,0,0,0.395778358,0.1530343,0.271767825,,,0.395778358,2,1,,,246,20-Nov-00,Alan Greenspan,,,,,
21-Nov-00,Edward M. Gramlich,247,0,0,0,0.105882354,0.711111128,0,,,0.711111128,4,4,,,247,21-Nov-00,Edward M. Gramlich,,,,,
5-Dec-00,Alan Greenspan,248,0.143322483,0.480130285,0,0,0,0.186319217,,,0.480130285,3,2,,,248,5-Dec-00,Alan Greenspan,,,,,
6-Dec-00,Edward M. Gramlich,249,0,0,0,0,0.733333349,0.130718961,,,0.733333349,4,3,,,249,6-Dec-00,Edward M. Gramlich,,,,,
6-Dec-00,Roger W. Ferguson,250,0,0.567164183,0.102089554,0.223283589,0,0,,,0.567164183,3,1,,,250,6-Dec-00,Roger W. Ferguson,,,,,
8-Dec-00,Alan Greenspan,251,0,0,0,0.315436244,0.352348983,0.144295305,,,0.352348983,3,3,,,251,8-Dec-00,Alan Greenspan,,,,,
12-Jan-01,Roger W. Ferguson,252,0,0.638851821,0,0.156208277,0,0,,,0.638851821,4,1,,,252,12-Jan-01,Roger W. Ferguson,,,,,
25-Jan-01,Roger W. Ferguson,253,0,0,0.211081788,0.211081788,0.155672818,0.250659645,,,0.250659645,2,2,,,253,25-Jan-01,Roger W. Ferguson,,,,,
14-Feb-01,Roger W. Ferguson,254,0,0.157215044,0,0.269511521,0.309376746,0.129702419,,,0.309376746,2,2,,,254,14-Feb-01,Roger W. Ferguson,,,,,
15-Feb-01,Laurence H. Meyer,255,0.146944076,0,0,0,0,0.651928902,,,0.651928902,4,3,,,255,15-Feb-01,Laurence H. Meyer,,,,,
20-Feb-01,Edward M. Gramlich,256,0,0.472627729,0,0.271441609,0,0,,macroecon,0.472627729,4,3,localhousing,,256,20-Feb-01,Edward M. Gramlich,,,,,
27-Feb-01,Roger W. Ferguson,257,0.153352767,0.196501464,0.096209913,0,0.137026235,0.337609321,,,0.337609321,1,1,,,257,27-Feb-01,Roger W. Ferguson,,,,,
5-Mar-01,Laurence H. Meyer,258,0,0,0,0,0,0.839080453,,,0.839080453,5,1,,,258,5-Mar-01,Laurence H. Meyer,,,,,
7-Mar-01,Alan Greenspan,259,0.188150525,0.269815862,0,0,0,0.289031237,,,0.289031237,3,2,,,259,7-Mar-01,Alan Greenspan,,,,,
9-Mar-01,Roger W. Ferguson,260,0.191459075,0,0.081850536,0.12313167,0.143772244,0.39715302,,,0.39715302,1,1,,,260,9-Mar-01,Roger W. Ferguson,,,,,
15-Mar-01,Laurence H. Meyer,261,0,0,0,0,0.081901491,0.785223365,,,0.785223365,4,3,,,261,15-Mar-01,Laurence H. Meyer,,,,,
23-Mar-01,Edward M. Gramlich,262,0,0,0,0,0.732366502,0,,,0.732366502,5,1,,,262,23-Mar-01,Edward M. Gramlich,,,,,
27-Mar-01,Alan Greenspan,263,0,0.126912698,0.232223228,0.44824481,0,0,,,0.44824481,3,3,,,263,27-Mar-01,Alan Greenspan,,,,,
28-Mar-01,Laurence H. Meyer,264,0,0,0.815683126,0,0,0,,,0.815683126,5,2,,,264,28-Mar-01,Laurence H. Meyer,,,,,
5-Apr-01,Edward M. Gramlich,265,0,0,0,0,0.680851042,0.112462007,,,0.680851042,4,3,,,265,5-Apr-01,Edward M. Gramlich,,,,,
5-Apr-01,Roger W. Ferguson,266,0.227329969,0,0.086272039,0,0.146095723,0.419395477,,,0.419395477,2,1,,,266,5-Apr-01,Roger W. Ferguson,,,,,
6-Apr-01,Alan Greenspan,267,0.08960177,0,0,0.386061937,0.3960177,0,,,0.3960177,3,2,,,267,6-Apr-01,Alan Greenspan,,,,,
19-Apr-01,Roger W. Ferguson,268,0,0.131319761,0.62705189,0,0,0.126723573,,,0.62705189,3,3,,,268,19-Apr-01,Roger W. Ferguson,,,,,
19-Apr-01,Edward M. Gramlich,269,0,0.29416883,0,0.513489962,0.061792862,0,,,0.513489962,3,3,,,269,19-Apr-01,Edward M. Gramlich,,,,,
26-Apr-01,Roger W. Ferguson,270,0.199485198,0.095881596,0.079794079,0,0.155083656,0.391891897,,,0.391891897,1,1,,,270,26-Apr-01,Roger W. Ferguson,,,,,
27-Apr-01,Alan Greenspan,271,0.386986315,0.303424656,0,0.159589037,0,0.060273971,,,0.386986315,2,1,,,271,27-Apr-01,Alan Greenspan,,,,,
10-May-01,Laurence H. Meyer,272,0,0,0,0,0,0.602915466,,,0.602915466,5,1,,,272,10-May-01,Laurence H. Meyer,,,,,
10-May-01,Alan Greenspan,273,0.331594199,0,0,0.13565217,0,0.410434783,,,0.410434783,3,1,,,273,10-May-01,Alan Greenspan,,,,,
17-May-01,Laurence H. Meyer,274,0,0.053182919,0,0.083803385,0,0.717163563,,,0.717163563,3,3,,,274,17-May-01,Laurence H. Meyer,,,,,
18-May-01,Alan Greenspan,275,0.117687076,0.105442174,0,0.111564629,0,0.567346931,,,0.567346931,2,2,,,275,18-May-01,Alan Greenspan,,,,,
21-May-01,Laurence H. Meyer,276,0,0,0.736788094,0.073370956,0,0.086198047,,,0.736788094,3,2,,,276,21-May-01,Laurence H. Meyer,,,,,
21-May-01,Roger W. Ferguson,277,0.126055494,0,0.061519902,0.095295534,0.384197831,0.279855251,,,0.384197831,1,1,,,277,21-May-01,Roger W. Ferguson,,,,,
24-May-01,Laurence H. Meyer,278,0,0.482042402,0.319342285,0.09043704,0,0,,,0.482042402,3,3,,,278,24-May-01,Laurence H. Meyer,,,,,
24-May-01,Alan Greenspan,279,0,0.652222216,0.13666667,0.119999997,0,0,,,0.652222216,3,2,,,279,24-May-01,Alan Greenspan,,,,,
6-Jun-01,Laurence H. Meyer,280,0,0.574421942,0.193280354,0,0,0,,,0.574421942,4,3,,,280,6-Jun-01,Laurence H. Meyer,,,,,
11-Jun-01,Edward M. Gramlich,281,0.246858165,0.420107722,0,0.195242375,0,0,,,0.420107722,3,1,,,281,11-Jun-01,Edward M. Gramlich,,,,,
14-Jun-01,Roger W. Ferguson,282,0,0.513533831,0,0.320300758,0,0,,,0.513533831,4,4,,,282,14-Jun-01,Roger W. Ferguson,,,,,
20-Jun-01,Edward M. Gramlich,283,0,0.341659963,0,0,0.442385167,0,,,0.442385167,4,3,,,283,20-Jun-01,Edward M. Gramlich,,,,,
20-Jun-01,Alan Greenspan,284,0,0,0,0.731808722,0.103950106,0,,,0.731808722,4,3,,,284,20-Jun-01,Alan Greenspan,,,,,
28-Jun-01,Alan Greenspan,285,0,0,0,0.5,0.416666657,0,,,0.5,4,2,,,285,28-Jun-01,Alan Greenspan,,,,,
28-Jun-01,Alan Greenspan,286,0,0.62658608,0,0.193353474,0,0,,,0.62658608,4,1,,,286,28-Jun-01,Alan Greenspan,,,,,
17-Jul-01,Laurence H. Meyer,287,0,0,0.835164845,0,0,0,,,0.835164845,5,4,,,287,17-Jul-01,Laurence H. Meyer,,,,,
18-Jul-01,Roger W. Ferguson,288,0,0,0,0,0.5,0,,,0.5,5,3,,,288,18-Jul-01,Roger W. Ferguson,,,,,
3-Aug-01,Edward M. Gramlich,289,0,0,0,0,0,0,,,0,6,5,,,289,3-Aug-01,Edward M. Gramlich,,,,,
31-Aug-01,Roger W. Ferguson,290,0.176425859,0,0.139163494,0.204562739,0.257794678,0.140684411,,,0.257794678,1,1,,,290,31-Aug-01,Roger W. Ferguson,,,,,
31-Aug-01,Alan Greenspan,291,0,0.550505042,0,0,0.207070708,0,,,0.550505042,4,2,,,291,31-Aug-01,Alan Greenspan,,,,,
4-Sep-01,Roger W. Ferguson,292,0.179611653,0,0,0,0.359223306,0.234627828,,,0.359223306,3,2,,,292,4-Sep-01,Roger W. Ferguson,,,,,
11-Oct-01,Alan Greenspan,293,0,0,0.439655185,0.274137944,0,0.124137931,,,0.439655185,3,1,,,293,11-Oct-01,Alan Greenspan,,,,,
12-Oct-01,Laurence H. Meyer,294,0.639344275,0.131147534,0.081967212,0,0,0,,,0.639344275,3,1,,,294,12-Oct-01,Laurence H. Meyer,,,,,
15-Oct-01,Laurence H. Meyer,295,0,0,0,0.059536934,0,0.805402398,,,0.805402398,4,3,,,295,15-Oct-01,Laurence H. Meyer,,,,,
16-Oct-01,Roger W. Ferguson,296,0.251006722,0.079865769,0.106040269,0,0,0.469798654,,,0.469798654,2,1,,,296,16-Oct-01,Roger W. Ferguson,,,,,
23-Oct-01,Alan Greenspan,297,0.462295085,0,0,0.209836066,0.121311478,0.127868846,,,0.462295085,2,2,,,297,23-Oct-01,Alan Greenspan,,,,,
23-Oct-01,Edward M. Gramlich,298,0.075129531,0,0,0.07253886,0.476683944,0.27720207,,,0.476683944,2,2,,,298,23-Oct-01,Edward M. Gramlich,,,,,
24-Oct-01,Alan Greenspan,299,0.182437032,0,0,0.57794416,0,0,,,0.57794416,4,3,,,299,24-Oct-01,Alan Greenspan,,,,,
26-Oct-01,Alan Greenspan,300,0.080851063,0.106382981,0,0.33900708,0.390070915,0,,localhousing,0.390070915,2,1,monetary,,300,26-Oct-01,Alan Greenspan,,,,,
8-Nov-01,Roger W. Ferguson,301,0.148614615,0,0,0,0,0.68094039,,,0.68094039,4,3,,,301,8-Nov-01,Roger W. Ferguson,,,,,
8-Nov-01,Edward M. Gramlich,302,0,0.0917136,0,0.103781171,0.674175382,0,,,0.674175382,3,1,,,302,8-Nov-01,Edward M. Gramlich,,,,,
13-Nov-01,Alan Greenspan,303,0,0.614576042,0,0.265592158,0,0,,,0.614576042,4,1,,,303,13-Nov-01,Alan Greenspan,,,,,
27-Nov-01,Laurence H. Meyer,304,0,0.790697694,0,0,0,0.058139537,,,0.790697694,4,3,,,304,27-Nov-01,Laurence H. Meyer,,,,,
30-Nov-01,Edward M. Gramlich,305,0.163934425,0.254098356,0.303278685,0.131147534,0,0,,,0.303278685,2,2,,,305,30-Nov-01,Edward M. Gramlich,,,,,
30-Nov-01,Alan Greenspan,306,0.343127966,0.184834123,0,0.293838859,0,0.081516586,,,0.343127966,2,1,,,306,30-Nov-01,Alan Greenspan,,,,,
3-Dec-01,Alan Greenspan,307,0.173414305,0.139676109,0,0.573549271,0,0,,,0.573549271,3,1,,,307,3-Dec-01,Alan Greenspan,,,,,
5-Dec-01,Laurence H. Meyer,308,0.394722074,0,0.192401275,0.147669852,0.168631852,0,,,0.394722074,2,2,,,308,5-Dec-01,Laurence H. Meyer,,,,,
18-Dec-01,Laurence H. Meyer,309,0.432084322,0,0.055035129,0.188524589,0.103044495,0.170960188,,,0.432084322,1,1,,,309,18-Dec-01,Laurence H. Meyer,,,,,
8-Jan-02,Roger W. Ferguson,310,0,0,0.723684192,0,0,0.11722488,,,0.723684192,4,4,,,310,8-Jan-02,Roger W. Ferguson,,,,,
10-Jan-02,Alan Greenspan,311,0,0,0.25,0,0.5,0,,,0.5,4,4,,,311,10-Jan-02,Alan Greenspan,,,,,
11-Jan-02,Alan Greenspan,312,0,0.68699187,0,0.165989161,0,0,,,0.68699187,4,2,,,312,11-Jan-02,Alan Greenspan,,,,,
16-Jan-02,Alan Greenspan,313,0.400000006,0.141379312,0,0.313793093,0,0,,,0.400000006,3,2,,,313,16-Jan-02,Alan Greenspan,,,,,
16-Jan-02,Laurence H. Meyer,314,0,0,0.866045117,0,0,0,,,0.866045117,5,1,,,314,16-Jan-02,Laurence H. Meyer,,,,,
16-Jan-02,Roger W. Ferguson,315,0,0.744125307,0.067014799,0.074847691,0,0,,,0.744125307,3,2,,,315,16-Jan-02,Roger W. Ferguson,,,,,
18-Jan-02,Edward M. Gramlich,316,0,0,0,0,0.780333042,0.061062649,,,0.780333042,4,4,,,316,18-Jan-02,Edward M. Gramlich,,,,,
7-Feb-02,Mark W. Olson,317,0.104873538,0,0,0,0.081431217,0.68723011,,,0.68723011,3,3,,,317,7-Feb-02,Mark W. Olson,,,,,
8-Feb-02,Mark W. Olson,318,0.229029909,0,0,0,0.070021883,0.592268407,,,0.592268407,3,1,,,318,8-Feb-02,Mark W. Olson,,,,,
20-Feb-02,Edward M. Gramlich,319,0,0.59262228,0.150761828,0.10184443,0,0,,,0.59262228,3,3,,,319,20-Feb-02,Edward M. Gramlich,,,,,
27-Feb-02,Roger W. Ferguson,320,0,0.736075401,0.079691514,0.070265636,0,0,,,0.736075401,3,1,,,320,27-Feb-02,Roger W. Ferguson,,,,,
28-Feb-02,Alan Greenspan,321,0,0.440289497,0,0.277442694,0,0.103739448,,,0.440289497,3,1,,,321,28-Feb-02,Alan Greenspan,,,,,
28-Feb-02,Susan Schmidt Bies,322,0.151642203,0,0,0,0,0.670859516,,,0.670859516,4,3,,,322,28-Feb-02,Susan Schmidt Bies,,,,,
1-Mar-02,Edward M. Gramlich,323,0,0.080622345,0,0,0.690240443,0.09052334,,,0.690240443,3,1,,,323,1-Mar-02,Edward M. Gramlich,,,,,
4-Mar-02,Roger W. Ferguson,324,0.127463058,0,0,0.107758619,0,0.607758641,,,0.607758641,3,3,,,324,4-Mar-02,Roger W. Ferguson,,,,,
4-Mar-02,Roger W. Ferguson,325,0.290909082,0,0,0.132323235,0,0.429292917,,,0.429292917,3,2,,,325,4-Mar-02,Roger W. Ferguson,,,,,
7-Mar-02,Edward M. Gramlich,326,0,0.480769217,0.217121586,0.174317613,0,0,,,0.480769217,3,2,,,326,7-Mar-02,Edward M. Gramlich,,,,,
12-Mar-02,Mark W. Olson,327,0,0.092193305,0,0,0.457992554,0.309293687,,,0.457992554,3,3,,,327,12-Mar-02,Mark W. Olson,,,,,
13-Mar-02,Alan Greenspan,328,0,0.15384616,0,0.307692319,0.384615391,0.07692308,,,0.384615391,2,2,,,328,13-Mar-02,Alan Greenspan,,,,,
21-Mar-02,Susan S. Bies,329,0,0,0.137931034,0.137931034,0.275862068,0.362068951,,,0.362068951,2,1,,,329,21-Mar-02,Susan S. Bies,,,,,
26-Mar-02,Mark W. Olson,330,0,0,0,0,0.5,0,,,0.5,5,4,,,330,26-Mar-02,Mark W. Olson,,,,,
26-Mar-02,Alan Greenspan,331,0.080343217,0.251950085,0,0.198127925,0,0.37441498,,,0.37441498,2,1,,,331,26-Mar-02,Alan Greenspan,,,,,
