,DateField,Date,speech_name,raw_spoke_to,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
187,11/1/1999,11/15/1999,Insurance companies and banks under the new regulatory law,"Before the Annual Meeting of the American Council of Life Insurance, Washington, D.C.",the Annual Meeting of the American Council of Life Insurance,NA, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,11/1/1999,11/30/1999,"Start with a paradigm, end with a story: The value of model-based forecasting and policy analysis ","Before the Stern Graduate School of Business, New York University, New York, New York",the Stern Graduate School of Business,NA, New York University, New York,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
189,12/1/1999,12/15/1999,The implications of financial modernization legislation for bank supervision ,"Before the Symposium on Financial Modernization Legislation, sponsored by Women in Housing and Finance, Washington, D.C.",the Symposium on Financial Modernization Legislation,NA, sponsored by Women in Housing and Finance,,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,1/1/2000,1/7/2000,Tale of two continents: A comparison of Asian and Latin American experiences during recent financial turmoil,"Before the National Economic Association, Boston, Massachusetts",the National Economic Association,NA, Boston, Massachusetts,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
191,1/1/2000,1/13/2000,Inflation targeting,"Before the Charlotte Economics Club, Charlotte, North Carolina",the Charlotte Economics Club,NA, Charlotte, North Carolina,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
192,1/1/2000,1/13/2000,Technology and the economy,"Before the Economic Club of New York, New York, New York",the Economic Club of New York,NA, New York, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
193,1/1/2000,1/14/2000,Supervising LCBOs: Adapting to change,"Before a National Bureau of Economic Research Conference, Prudential Supervision: What Works and What Doesn't, Cheeca Lodge, Islamorada, Florida",a National Bureau of Economic Research Conference,NA, Prudential Supervision: What Works and What D,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
194,1/1/2000,1/20/2000,Sustainability and monetary policy,"Before the National Economists Club and the Society of Government Economists, Washington, D.C.",the National Economists Club and the Society of Government Economists,NA, Washington, D.C.,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
195,2/1/2000,2/3/2000,Implementing the Gramm-Leach-Bliley Act,"Before the American Law Institute and American Bar Association, Washington, D.C.",the American Law Institute and American Bar Association,NA, Washington, D.C.,Laurence H. Meyer,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
196,2/1/2000,2/17/2000,The new economy: Unanswered questions for 2000,"Before the Downtown Economists Club, New York, New York",the Downtown Economists Club,NA, New York, New York,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
197,2/1/2000,2/23/2000,How does a surplus affect the formulation and conduct of monetary policy?,"Before the 16th Annual Policy Conference, National Association for Business Economics, Capital Hilton Hotel, Washington, D.C.",the 16th Annual Policy Conference,NA, National Association for Business Economics, Capital Hilton H,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
198,2/1/2000,2/25/2000,Strengthening risk management for derivatives,"Before the Derivatives Risk Management Symposium, Institute on Law and Financial Services, Fordham University School of Law, New York, New York",the Derivatives Risk Management Symposium,NA, Institute on Law and Financial Services, Fordham Univ,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
199,3/1/2000,3/3/2000,Structural change and monetary policy,"Before the Joint Conference of the Federal Reserve Bank of San Francisco and the Stanford Institute for Economic Policy Research,"", Federal Reserve Bank of San Francisco, San Francisco, California",the Joint Conference of the Federal Reserve Bank of San Francisco and the Stanford Institute for,NA,,,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
200,3/1/2000,3/6/2000,Convergence of regulatory standards: A work in process,"At the Institute of International Bankers, Washington, D.C.",Institute of International Bankers,NA, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,3/1/2000,3/6/2000,The revolution in information technology,"Before the Boston College Conference on the New Economy, Boston, Massachusetts",the Boston College Conference on the New Economy,NA, Boston, Massachusetts,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
202,3/1/2000,3/7/2000,CRA and financial modernization,"Before America's Community Bankers, Government Affairs Conference, Washington, D.C.",America's Community Bankers,NA, Government Affairs Conference, Washington,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,3/1/2000,3/8/2000,Challenges facing community banks,"Before the Independent Community Bankers of America, San Antonio, Texas",the Independent Community Bankers of America,NA, San Antonio, Texas,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,3/1/2000,3/13/2000,Social security in the 21st century,"The Leon and Josephine Winkelman Lecture in Gerontology, University of Michigan School of Social Work, Ann Arbor, Michigan",on and Josephine Winkelman Lecture in Gerontology,NA, University of Michigan School of Social Work,,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
205,3/1/2000,3/22/2000,Economic challenges in the new century ,"Before the Annual Conference of the National Community Reinvestment Coalition, Washington, D.C.",the Annual Conference of the National Community Reinvestment Coalition,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
206,3/1/2000,3/30/2000,Learning from experience: Y2K revisited,"At the Cosmos Club, Washington, D.C.",Cosmos Club,NA, Washington, D.C.,Edward W. Kelley,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
207,4/1/2000,4/5/2000,Technological innovation and the economy,"Before the White House Conference on the New Economy, Washington, D.C.",the White House Conference on the New Economy,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
208,4/1/2000,4/6/2000,Realism during times of opportunity ,"At Widener University, Chester, Pennsylvania",ener University,NA, Chester, Pennsylvania,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
209,4/1/2000,4/7/2000,Technology innovation and its economic impact,"Before the National Technology Forum, St. Louis, Missouri (via videoconference)",the National Technology Forum,NA, St. Louis, Missouri (via videoconference),Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
210,4/1/2000,4/10/2000,Retail payment systems,"Before the National Automated Clearinghouse Association Annual Meeting, Los Angeles, California (via videoconference)",the National Automated Clearinghouse Association Annual Meeting,NA, Los Angeles, California (via vi,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,4/1/2000,4/11/2000,The evolving demand for skills,"At the U.S. Department of Labor National Skills Summit, Washington, D.C.",U.S. Department of Labor National Skills Summit,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
212,4/1/2000,4/12/2000,The economic outlook and the challenges facing monetary policy,"Before the Toronto Association for Business and Economics, Toronto, Canada, On April 13, 2000, Governor Meyer presented this speech in Oklahoma City,  Oklahoma, before the Boards of Directors of the Federal Reserve Bank of Kansas City and of the Bank's Oklahoma City Branch",the Toronto Association for Business and Economics,NA, Toronto, Canada,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
213,4/1/2000,4/14/2000,Predatory lending,"At the Fair Housing Council of New York, Syracuse, New York",Fair Housing Council of New York,NA, Syracuse, New York,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
214,4/1/2000,4/14/2000,Technology and financial services,"Before the Journal of Financial Services Research and the American Enterprise Institute Conference, in Honor of Anna Schwartz,  Washington, D.C.",the Journal of Financial Services Research and the American Enterprise Institute Conference,NA, in,,Alan Greenspan,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7
215,4/1/2000,4/17/2000,The digital divide,"At the Community Reinvestment Act Conference, San Francisco, California",Community Reinvestment Act Conference,NA, San Francisco, California,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
216,4/1/2000,4/20/2000,Investment and saving,"At the University of Oregon, Eugene, Oregon",University of Oregon,NA, Eugene, Oregon,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
217,4/1/2000,4/27/2000,The economy of rural America,"At the Federal Reserve Bank of Kansas City Conference ""Beyond Agriculture: New Policies for Rural America,"", Kansas City, Missouri (via videoconference)","Federal Reserve Bank of Kansas City Conference ""Beyond Agriculture: New Policies for Rural Ameri",NA,,,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
218,5/1/2000,5/4/2000,"Electronic commerce, banking, and payments","At the 36th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",36th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,NA,,,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
219,5/1/2000,5/4/2000,Banking evolution,"At the 36th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",36th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,NA,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
220,5/1/2000,5/9/2000,"Conversation with leaders of the ""New Economy""","At the New Economy Forum, Haas School of Business, University of California, Berkeley, Portola Valley, CA",New Economy Forum,NA, Haas School of Business, University of California,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
221,5/1/2000,5/11/2000,The Ohio economy,"At the Cleveland Millennium Conference 2000, Cleveland, Ohio",Cleveland Millennium Conference 2000,NA, Cleveland, Ohio,Roger W. Ferguson,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
222,5/1/2000,5/12/2000,Economic policy for our era: The Florida experience,"Before the Florida Council of 100, Washington, D.C.",the Florida Council of 100,NA, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
223,5/1/2000,5/18/2000,Permanent normal trade relations with China ,"At The White House, Washington, D.C.",White House,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
224,5/1/2000,5/22/2000,"Community banks: Opportunities and challenges in the ""post modernization era""","Before the Independent Community Bankers of America, Washington, D.C.",the Independent Community Bankers of America,NA, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,5/1/2000,5/25/2000,Evolving challenges for bankers and supervisors,"Before the National Association of Urban Bankers, Urban Financial Services Coalition, San Francisco, California (via videoconference)",the National Association of Urban Bankers,NA, Urban Financial Services Coalition, San Francisco,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,5/1/2000,5/26/2000,Umbrella supervision: Emerging approaches,"Before the National Association of Urban Bankers, Urban Financial Services Coalition, San Francisco, California",the National Association of Urban Bankers,NA, Urban Financial Services Coalition, San Francisco,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,5/1/2000,5/31/2000,The challenges of global financial institution supervision,"At the Federal Financial Institutions Examination Council, International Banking Conference, Arlington, Virginia",Federal Financial Institutions Examination Council,NA, International Banking Conference, Arlington,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
228,6/1/2000,6/1/2000,"The roles of banks, supervisors, and the market in advancing risk management","At the Risk Management Planning Conference, Chicago, Illinois",Risk Management Planning Conference,NA, Chicago, Illinois,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,6/1/2000,6/6/2000,The new economy meets supply and demand,"Before the Boston Economics Club, Boston, Massachusetts",the Boston Economics Club,NA, Boston, Massachusetts,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
230,6/1/2000,6/13/2000,Business data analysis,"Before the New York Association for Business Economics, New York, New York (via videoconference)",the New York Association for Business Economics,NA, New York, New York (via videoconference),Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
231,7/1/2000,7/11/2000,Structural change in the new economy,"Before the National Governors' Association, 92nd Annual Meeting, State College, Pennsylvania",the National Governors' Association,NA, 92nd Annual Meeting, State College,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
232,7/1/2000,7/12/2000,Global challenges,"At the Financial Crisis Conference, Council on Foreign Relations, New York, New York",Financial Crisis Conference,NA, Council on Foreign Relations, New York,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
233,8/1/2000,8/25/2000,Global economic integration: Opportunities and challenges,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",ymposium sponsored by the Federal Reserve Bank of Kansas City,NA, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
234,8/1/2000,8/31/2000,Why risk management is important for global financial institutions,"Before the Bank of Thailand Symposium, Risk Management of Financial Institutions, Bangkok, Thailand",the Bank of Thailand Symposium,NA, Risk Management of Financial Institutions, Bangkok,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
235,9/1/2000,9/15/2000,Some recent findings regarding the economic condition of minority Americans,"Before the Coalition of Black Investors, Washington, D.C.",the Coalition of Black Investors,NA, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
236,9/1/2000,9/18/2000,Banking supervision,"Before the American Bankers Association, Washington, D.C.",the American Bankers Association,NA, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,10/1/2000,10/11/2000,Perspectives on innovation in the retail payments system,"At a workshop on Promoting the Use of Electronic Payments, Federal Reserve Bank of Chicago, Chicago, Illinois",orkshop on Promoting the Use of Electronic Payments,NA, Federal Reserve Bank of Chicago, Chicago,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
238,10/1/2000,10/16/2000,Electronic finance,"At the Financial Markets Conference sponsored by the Federal Reserve Bank of Atlanta, Sea Island, Georgia (via videoconference)",Financial Markets Conference sponsored by the Federal Reserve Bank of Atlanta,NA, Sea Island, Georg,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
239,10/1/2000,10/19/2000,Challenges for monetary policymakers,"At the 18th Annual Monetary Conference: Monetary Policy in the New Economy, Cato Institute, Washington, D.C.",18th Annual Monetary Conference: Monetary Policy in the New Economy,NA, Cato Institute, Washington,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
240,10/1/2000,10/19/2000,The economic outlook and the challenges facing monetary policy,"At the Century Club Breakfast Series, Washington University, St. Louis, Missouri",Century Club Breakfast Series,NA, Washington University, St. Louis,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
241,10/1/2000,10/19/2000,Financial education: The next chapter in community development,"Before the Pittsburgh Community Reinvestment Group, Pittsburgh, Pennsylvania",the Pittsburgh Community Reinvestment Group,NA, Pittsburgh, Pennsylvania,Roger W. Ferguson,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
242,10/1/2000,10/20/2000,Information technology in banking and supervision,"At the Financial Services Conference 2000, St. Louis University, St. Louis, Missouri",Financial Services Conference 2000,NA, St. Louis University, St. Louis,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
243,10/1/2000,10/24/2000,The politics of monetary policy: Balancing independence and accountability,"At the University of Wisconsin, LaCrosse, Wisconsin",University of Wisconsin,NA, LaCrosse, Wisconsin,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
244,10/1/2000,10/31/2000,Opportunities and challenges in community banking,"At America's Community Bankers Annual Convention, Seattle, Washington",rica's Community Bankers Annual Convention,NA, Seattle, Washington,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,11/1/2000,11/14/2000,Globalization,"At the Banco de Mexico 75th Anniversary Conference, Stabilization and Monetary Policy: The International Experience, Mexico City, Mexico",Banco de Mexico 75th Anniversary Conference,NA, Stabilization and Monetary Policy: The Internationa,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
246,11/1/2000,11/20/2000,Technology and banking,"At the sixth annual reception for regulators, sponsored by Women in Housing and Finance, Washington, D.C.",sixth annual reception for regulators,NA, sponsored by Women in Housing and Finance, Washington,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
247,11/1/2000,11/21/2000,Financial literacy,"(Prepared text; appearance canceled), Fall Conference of the Georgia Consortium for Personal Financial Literacy, Atlanta, Georgia",red text; appearance canceled),NA, Fall Conference of the Georgia Consortium for Personal Financial,,Edward M. Gramlich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
248,12/1/2000,12/5/2000,Structural changes in the economy and financial markets,"At the Americḁs Community Bankers Conference, Business Strategies for Bottom Line Results, New York, New York",Americḁs Community Bankers Conference,NA, Business Strategies for Bottom Line Results, New York,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,12/1/2000,12/6/2000,"Subprime lending, predatory lending","At the Federal Reserve Bank of Philadelphia, Community and Consumer Affairs Department Conference on Predatory Lending, Philadelphia, Pennsylvania",Federal Reserve Bank of Philadelphia,NA, Community and Consumer Affairs Department Conference on Pr,,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
250,12/1/2000,12/6/2000,"Technology, macroeconomics, and monetary policy","At the Rochester Institute of Technology, Rochester, New York",Rochester Institute of Technology,NA, Rochester, New York,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
251,12/1/2000,12/8/2000,Productivity and efficiency in the Federal Reserve System,At the dedication of the new Birmingham Branch Building of the Federal Reserve Bank of Atlanta,dedication of the new Birmingham Branch Building of the Federal Reserve Bank of Atlanta,NA,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
252,1/1/2001,1/12/2001,"Domestic macroeconomic developments: Past, present, and future ","At the Bay Area Council 2001 Outlook Conference, Oakland, California",Bay Area Council 2001 Outlook Conference,NA, Oakland, California,Roger W. Ferguson,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
253,1/1/2001,1/25/2001,G-10 study of financial sector consolidation,"At the Task Force on Financial Sector Consolidation press briefing, London, U.K.",Task Force on Financial Sector Consolidation press briefing,NA, London, U.K.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
254,2/1/2001,2/14/2001,E-commerce: Lessons learned to date,"At the Owen Graduate School of Management, Vanderbilt University, Nashville, Tennessee",Owen Graduate School of Management,NA, Vanderbilt University, Nashville,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
255,2/1/2001,2/15/2001,Implementing the Gramm-Leach-Bliley Act: One year later,"Before the American Law Institute and American Bar Association, Washington, D.C.",the American Law Institute and American Bar Association,NA, Washington, D.C.,Laurence H. Meyer,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
256,2/1/2001,2/20/2001,The productivity growth spurt in the United States,"Before the International Bond Congress, London, U.K. Governor Gramlich presented identical remarks at the Commonfund Forum 2001, Orlando, Florida, March 11, 2001",the International Bond Congress,NA, London, U.K. Governor Gramlich presented identical remarks at t,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,2/1/2001,2/27/2001,Understanding financial consolidation,"At a conference sponsored by the Securities Industry Association and the University of North Carolina School of Law, New York, New York",onference sponsored by the Securities Industry Association and the University of North Carolina S,NA,,,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
258,3/1/2001,3/5/2001,The new Basel capital proposal,"At the Annual Washington Conference of the Institute of International Bankers, Washington, D.C.",Annual Washington Conference of the Institute of International Bankers,NA, Washington, D.C.,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,3/1/2001,3/7/2001,Banking supervision,"Before the Independent Community Bankers of America, Las Vegas, Nevada (via videoconference)",the Independent Community Bankers of America,NA, Las Vegas, Nevada (via videoconference),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,3/1/2001,3/9/2001,Understanding financial consolidation,"At the International Banking and Financial Systems Conference, Bank of Italy, Rome, Italy",International Banking and Financial Systems Conference,NA, Bank of Italy, Rome,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,3/1/2001,3/15/2001,Capital standards and community banks,"At the Ohio Bankers̥ Day Conference, Columbus, Ohio",Ohio Bankers̥ Day Conference,NA, Columbus, Ohio,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,3/1/2001,3/23/2001,Tackling predatory lending: Regulation and education,"At Cleveland State University, Cleveland, Ohio, Governor Gramlich presented identical remarks at the Neighborhood Reinvestment Corporation luncheon,  Raleigh, North Carolina, March 26, 2001",veland State University,NA, Cleveland, Ohio,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9
263,3/1/2001,3/27/2001,The challenge of measuring and modeling a dynamic economy,"At the Washington Economic Policy Conference of the National Association for Business Economics, Washington, D.C.",Washington Economic Policy Conference of the National Association for Business Economics,NA, Washin,,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
264,3/1/2001,3/28/2001,Does money matter?,"The 2001 Homer Jones Memorial Lecture, Washington University, St. Louis, Missouri",01 Homer Jones Memorial Lecture,NA, Washington University, St. Louis,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
265,4/1/2001,4/5/2001,Research in the policy process,"At the Community Affairs Research Conference of the Federal Reserve System, Washington, D.C.",Community Affairs Research Conference of the Federal Reserve System,NA, Washington, D.C.,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
266,4/1/2001,4/5/2001,Understanding financial consolidation,"At the Conference on Financial Innovation and Monetary Transmission, Federal Reserve Bank of New York, New York, New York",Conference on Financial Innovation and Monetary Transmission,NA, Federal Reserve Bank of New York,,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
267,4/1/2001,4/6/2001,The importance of education in today̥s economy,"At the Community Affairs Research Conference of the Federal Reserve System, Washington, D.C",Community Affairs Research Conference of the Federal Reserve System,NA, Washington, D.C,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
268,4/1/2001,4/19/2001,Transparency in central banking: Rationale and recent developments,"Before the National Economists Club and Society of Government Economists, Washington, D.C.",the National Economists Club and Society of Government Economists,NA, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
269,4/1/2001,4/19/2001,Social security reform in the twenty-first century,"The Twenty-fourth Frank M. Engle Lecture in Economic Security, The American College, Bryn Mawr, Pennsylvania",enty-fourth Frank M. Engle Lecture in Economic Security,NA, The American College, Bryn Mawr,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
270,4/1/2001,4/26/2001,Understanding financial consolidation,"At the Eleventh Annual Hyman P. Minsky Conference on Financial Structure, Jerome Levy Economics Institute, Annandale-on-Hudson, New York",Eleventh Annual Hyman P. Minsky Conference on Financial Structure,NA, Jerome Levy Economics Institu,,Roger W. Ferguson,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
271,4/1/2001,4/27/2001,The paydown of federal debt,"Before the Bond Market Association, White Sulphur Springs, West Virginia (via videoconference)",the Bond Market Association,NA, White Sulphur Springs, West Virginia (via videoconference),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,5/1/2001,5/10/2001,Controlling the safety net,"At the 37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,NA,,,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
273,5/1/2001,5/10/2001,The financial safety net,"At the 37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",37th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,NA,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
274,5/1/2001,5/17/2001,The new Basel accord: Challenges for banks and their supervisors,"At the Risk Management Association̥s Conference on Capital Management, Washington, D.C.",Risk Management Association̥s Conference on Capital Management,NA, Washington, D.C.,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,5/1/2001,5/18/2001,Issues for bank regulators,"At the Conference of State Banking Supervisors, Traverse City, Michigan (via satellite)",Conference of State Banking Supervisors,NA, Traverse City, Michigan (via satellite),Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
276,5/1/2001,5/21/2001,Comparative central banking and the politics of monetary policy,"At the National Association for Business Economics Seminar on Monetary Policy and the Markets, Washington, D.C.",National Association for Business Economics Seminar on Monetary Policy and the Markets,NA, Washingt,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
277,5/1/2001,5/21/2001,A few thoughts on financial sector and payments activities,"Before the Independent Community Bankers of America, Washington, D.C.",the Independent Community Bankers of America,NA, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,5/1/2001,5/24/2001,Global outlook and challenges facing central banks around the world,"At the Edinburgh Finance and Investment Seminar, Edinburgh, Scotland",Edinburgh Finance and Investment Seminar,NA, Edinburgh, Scotland,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,5/1/2001,5/24/2001,Economic developments,"Before the Economic Club of New York, New York",the Economic Club of New York,NA, New York,,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
280,6/1/2001,6/6/2001,What happened to the new economy?,"Before the New York Association for Business Economics and The Downtown Economists, New York",the New York Association for Business Economics and The Downtown Economists,NA, New York,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
